1,19,18,26,13,1
1,7,14,18,26,13,1
1,14,18,26,13,1
1,23,32,9,1
1,10,4
1,33,9,1
1,9,1
1,26,13,1
1,15,24,3
1,34,30,14,18,26,13,1
1,31,4,10,27,32,9,1
1,25,12,19,18,26,13,1
1,8,19,18,26,13,1
1,11,0,3,24,35,31,4,10,27,32,9,1
1,32,9,1
1,22,2
1,21,24,3
1,16,13,1
1,24,3
1,6,15,29,4
1,35,31,4,10,27,32,9,1
1,13,1
1,27,10,4
1,12,19,18,26,13,1
1,28,34,30,14,18,26,13,1
1,18,26,13,1
1,30,14,18,26,13,1
1,17,6,15,29,4
1,20,18,26,13,1
1,29,4
