1,20,13,2,18,14,33,0
1,12,13,2
1,34,28,3,18,14,33,0
2,20,26,1,16,0
2,12,13,20,26,1
2,34,28,3,10,25,14,29,0
3,20,26,1
3,12,13,20,26,1,16,0
3,34,28,2
4,20,30,16,0
4,12,32,11,19,34,2
4,34,28,18,9,4,16,1
5,20,30,9,18,28,2
5,12,-2,
5,34,28,18,9,30,1
6,20,30,9,18,28,2
6,12,-2,
6,34,28,2
7,20,13,30,9,28,2
7,12,-2,
7,34,-2,
8,20,1
8,12,-2,
8,34,-2,
9,20,13,1,0
9,12,-2,
9,34,-2,
10,20,13,1,0
10,12,-2,
10,34,-2,
11,20,13,1,0,4,23,2
11,12,-2,
11,34,-2,
12,20,13,1
12,12,-2,
12,34,-2,
13,20,13,1,0
13,12,-2,
13,34,-2,
14,20,13,5
14,12,-2,
14,34,-2,
15,20,13,5
15,12,-2,
15,34,-2,
16,20,13,5
16,12,-2,
16,34,-2,
17,20,13,5
17,12,-2,
17,34,-2,
18,20,-2,
18,12,-2,
18,34,-2,
19,20,-2,
19,12,-2,
19,34,-2,
20,20,-2,
20,12,-2,
20,34,-2,
21,20,-2,
21,12,-2,
21,34,-2,
22,20,-2,
22,12,-2,
22,34,-2,
23,20,-2,
23,12,-2,
23,34,-2,
24,20,-2,
24,12,-2,
24,34,-2,
25,20,-2,
25,12,-2,
25,34,-2,
26,20,-2,
26,12,-2,
26,34,-2,
27,20,-2,
27,12,-2,
27,34,-2,
28,20,-2,
28,12,-2,
28,34,-2,
29,20,-2,
29,12,-2,
29,34,-2,
30,20,-2,
30,12,-2,
30,34,-2,
