1,12,6,21,33,0,17,1
1,33,0,14,11,5
1,21,2
1,15,4,1
1,27,30,4,5
1,20,16,9,1,4,5
1,13,27,30,4,5
1,7,23,10,14,0
1,14,0
1,10,14,0
1,30,4,5
1,8,-2,
1,26,20,16,24,31,33,0
1,17,9,24,2
1,23,10,14,0
1,16,24,2
1,34,35,28,16,24,2
1,19,21,33,0
1,9,1
1,22,3
1,24,2
1,11,14,0
1,31,9,28,35,25,18,3
1,6,21,2
1,35,28,16,24,2
1,18,25,35,28,16,24,2
1,28,16,24,2
1,32,12,6,21,33,0
1,29,22,3
1,25,35,28,1
