1,9,2
1,8,22,15,3,0,24,5
1,28,25,9,2
1,22,15,3,0,24,5
1,27,10,22,15,3,0,24,5
1,18,9,2
1,15,3,0,24,5
1,20,11,9,25,8,22,15,3,0
1,30,19,31,5
1,34,19,31,5
1,26,34,19,31,5,24,0
1,29,30,32,27,25,9,1
1,31,5
1,32,19,31,5
1,13,15,3
1,17,30,19,31,5
1,7,4,26,34,19,31,5
1,24,5
1,19,31,5,24,0
1,16,2
1,21,25,27,32,30,17,34,26,4
1,11,1
1,10,32,30,17,34,26,4
1,35,14,26,4
1,14,6,19,31,5,24,0
1,33,13,15,3
1,23,14,26,4
1,12,23,14,26,4
1,6,19,31,5
1,25,27,32,30,17,34,26,4
2,18,9,1
2,26,14,6,19,31,5
2,7,4,26,34,17,2
2,30,19,31,5
2,13,33,28,25,9,2
2,25,28,8,22,15,3,0,24,5
2,35,6,19,32,27,25,9,1
2,29,30,32,10,22,15,3,0
2,34,17,2
2,8,28,25,9,1
2,19,31,5
2,31,5
2,27,32,10,22,15,3,0
2,16,1
2,10,22,15,3,0,24,5
2,15,3,0
2,33,13,15,3
2,20,1
2,22,15,3
2,28,25,27,32,30,17,26,4
2,11,1
2,21,25,27,32,30,17,26,4
2,17,2
2,12,23,14,26,4
2,23,14,34,17,2
2,6,19,31,24,0
2,9,1
2,32,30,17,26,4
2,14,34,17,2
2,24,5
3,11,1
3,26,14,6,19,31,24,0
3,18,9,2
3,19,31,5
3,27,32,10,22,15,3,0
3,33,13,15,3,0,24,5
3,20,2
3,35,6,19,32,27,25,1
3,9,1
3,15,3,0,24,5
3,10,32,30,17,26,4
3,21,18,9,2
3,22,33,8,25,9,2
3,30,19,31,5
3,8,22,15,3,0,24,5
3,29,34,26,4
3,25,1
3,28,25,1
3,13,15,3
3,14,6,19,31,5
3,6,19,31,5
3,16,1
3,12,23,14,26,4
3,23,14,26,4
3,32,19,31,5
3,24,5
3,34,6,19,31,5
3,7,4,26,14,6,19,31,5
3,17,30,19,31,5
3,31,5
4,25,28,33,13,15,3,0,24,5
4,17,30,19,31,5
4,10,32,30,17,26,4
4,19,31,5
4,22,15,3,0
4,21,18,9,2
4,34,6,19,31,24,0
4,29,30,27,25,1
4,24,5
4,33,13,15,3,0,24,5
4,7,4
4,28,25,9,2
4,23,14,26,4
4,9,1
4,14,26,4
4,27,25,9,2
4,31,5
4,8,33,13,15,3,0,24,5
4,6,19,31,24,0
4,18,9,1
4,30,19,31,5
4,32,19,31,5
4,12,35,6,19,10,22,15,3
4,11,1
4,16,2
4,26,4
4,20,1
4,15,3,0
4,13,15,3
4,35,6,19,10,22,15,3
5,22,15,3,0,24,5
5,29,30,27,25,9,2
5,11,2
5,33,8,28,25,9,2
5,26,4
5,32,30,17,26,4
5,27,25,9,2
5,13,3,0
5,35,6,19,31,24,0
5,19,31,24,0
5,23,14,26,4
5,14,26,4
5,8,33,15,3,0
5,10,32,30,17,26,4
5,24,5
5,18,9,1
5,28,33,15,3,0
5,12,35,14,26,4
5,9,2
5,20,1
5,7,4
5,15,3
5,17,34,6,19,31,5
5,30,17,26,4
5,21,18,9,1
5,34,6,19,31,5
5,6,19,31,5
5,16,2
5,25,1
5,31,5
6,32,30,17,34,26,4
6,31,24,0
6,23,14,34,17,30,2
6,16,25,28,33,15,3,0,24,5
6,26,34,17,30,2
6,14,34,17,30,2
6,25,28,33,15,3,0,24,5
6,15,33,8,28,25,1
6,35,6,19,10,22,13,3,0
6,13,3,0
6,30,2
6,21,18,1
6,11,1
6,18,1
6,27,32,10,22,13,3
6,28,25,1
6,33,15,3
6,7,4,26,34,17,30,2
6,9,1
6,29,17,34,26,4
6,34,17,30,2
6,22,13,3
6,10,32,30,17,34,26,4
6,8,33,15,3,0
6,12,35,14,26,4
6,24,5
6,17,30,2
6,6,34,17,30,2
6,19,6,35,14,26,4
6,20,1
7,25,16,2
7,35,6,19,10,22,24,5
7,11,2
7,27,32,10,22,24,5
7,29,30,27,25,16,2
7,32,27,25,16,2
7,13,33,8,28,21,18,11,2
7,14,26,4
7,15,33,8,28,21,18,11,2
7,7,4
7,20,1,18,21,28,33,15,3,0
7,24,5
7,10,32,29,17,26,4
7,26,4
7,12,35,14,26,4
7,30,29,17,26,4
7,18,11,2
7,9,2
7,23,14,26,4
7,17,26,4
7,8,33,15,3,0
7,16,2
7,31,5
7,21,18,1
7,6,19,10,22,13,3,0
7,33,8,28,21,18,1
7,34,26,4
7,22,13,3,0
7,19,10,22,24,5
7,28,21,18,11,2
8,10,32,27,25,16,2
8,23,14,26,4
8,26,4,7,2
8,27,32,10,22,24,5
8,33,13,22,24,5
8,12,35,19,10,22,13,3,0
8,19,35,14,26,4
8,25,28,33,15,3,0
8,28,21,18,1
8,13,33,28,21,18,1
8,14,26,4
8,8,33,15,3,0
8,35,14,26,4
8,20,9,16,25,28,33,15,3,0
8,30,29,17,26,4
8,31,5
8,29,30,27,25,1
8,21,18,1
8,18,11,2
8,6,19,10,22,24,5
8,22,13,3,0
8,16,1
8,34,26,4
8,17,26,4
8,7,2,1
8,15,3
8,24,0
8,32,10,22,24,5
8,9,1
8,11,1
9,15,3,0
9,28,25,16,1
9,10,22,24,31,5
9,11,2
9,18,1
9,17,26,4
9,31,24,0
9,24,0
9,23,14,26,4
9,8,33,15,13,22,24,31,5
9,34,26,4
9,33,8,28,25,11,2
9,9,2
9,27,32,10,22,24,31,5
9,14,26,4
9,21,18,1
9,35,6,29,30,25,11,2
9,7,2,1
9,25,28,8,33,15,3,0
9,30,32,10,22,24,0
9,32,27,25,11,2
9,22,13,3
9,26,4,7,2
9,12,35,6,19,10,22,24,31,5
9,13,3,0
9,6,34,26,4
9,29,30,32,10,22,24,0
9,20,1
9,19,6,34,26,4
9,16,1
10,35,6,29,30,25,11,1
10,23,14,26,4
10,29,30,25,11,1
10,32,10,22,13,3,0
10,12,35,6,19,10,22,24,31,5
10,8,21,18,16,2
10,13,15,33,8,21,18,16,2
10,25,16,18,21,8,33,15,3,0
10,34,26,4
10,15,13,22,24,31,5
10,17,26,4
10,14,26,4
10,27,25,2
10,30,32,10,22,13,3,0
10,10,22,24,31,5
10,21,18,1
10,22,24,31,5
10,9,2
10,33,15,3,0
10,6,34,26,4
10,24,31,5
10,20,9,2
10,19,6,34,26,4
10,16,2
10,26,4
10,18,1
10,11,2
10,7,2,1
10,28,21,18,1
10,31,5
11,35,19,10,22,24,31,5
11,33,8,28,21,18,1
11,27,32,10,22,13,3,0
11,7,2,1
11,18,1
11,19,6,34,26,4
11,13,15,33,8,28,21,18,1
11,30,29,17,26,4
11,12,35,14,26,4
11,22,33,8,28,21,18,16,2
11,16,1
11,32,27,29,17,26,4
11,6,34,26,4
11,25,2
11,14,26,4
11,11,1
11,8,33,15,3,0
11,10,22,24,31,5
11,20,1,2
11,9,2
11,31,24,0
11,28,21,18,1
11,23,14,26,4
11,15,3,0
11,26,4,7,2
11,17,26,4
11,34,26,4
11,24,31,5
11,29,27,32,10,22,24,31,5
11,21,18,1
12,27,32,10,22,24,31,5
12,30,32,10,22,24,0
12,18,1
12,31,24,0
12,9,2
12,32,27,25,1
12,6,34,26,4
12,23,14,26,4
12,34,26,4
12,33,8,21,18,1
12,16,2
12,7,2,1
12,10,32,27,25,1
12,11,1
12,19,6,34,26,4
12,29,27,32,10,22,24,31,5
12,28,21,18,1
12,15,3,0
12,13,3,0
12,20,9,18,21,33,15,3,0
12,12,35,19,6,29,27,25,2
12,24,31,5
12,22,24,31,5
12,26,4,7,2,1
12,35,19,10,22,24,0
12,8,33,15,3
12,17,34,26,4
12,25,16,18,21,33,15,3
12,21,18,1
12,14,26,4
13,9,2
13,8,33,15,13,24,31,5
13,7,2,1
13,22,24,31,5
13,11,1
13,27,32,10,22,24,0
13,31,24,0
13,33,8,21,18,11,2
13,32,30,25,1
13,13,3,0
13,28,21,18,11,2
13,18,11,2
13,35,19,5
13,24,0
13,17,14,26,4
13,23,14,26,4,7,2,1
13,29,30,25,1
13,21,18,11,2
13,25,1
13,26,4,7,2,1
13,10,22,13,3
13,19,5
13,12,35,19,10,22,13,3
13,6,19,5,24,0
13,14,26,4,7,2
13,30,29,17,14,26,4
13,16,1
13,34,17,14,26,4
13,15,3,0
13,20,9,1
14,35,19,5
14,20,9,1,25,30,29,6,19,5
14,8,21,18,11,2
14,31,24,0
14,12,35,14,26,4,7,2,1
14,19,5
14,17,34,7,2,1
14,7,2
14,15,3,0
14,23,14,26,4,7,2
14,29,27,32,10,22,24,0
14,14,26,4,7,2,1
14,13,3,0
14,22,24,0
14,28,21,18,1
14,33,15,3
14,27,30,25,1
14,18,1
14,26,4,7,2
14,11,1
14,34,7,2
14,10,22,13,3
14,16,1
14,32,28,8,33,15,3
14,21,18,1
14,6,19,5,31,24,0
14,24,0
14,25,1
14,30,32,28,8,33,15,3
14,9,1
15,33,8,21,18,1
15,21,18,1,2
15,11,2
15,26,14,17,6,19,5
15,20,9,1,2
15,17,6,19,5
15,10,32,30,25,2
15,8,33,15,3,0
15,9,1
15,32,30,25,2
15,13,3,0
15,19,5,31,24,0
15,30,25,2
15,31,24,0
15,23,14,26,4,7,2
15,25,30,32,28,33,15,3,0
15,12,35,19,10,22,13,3
15,28,21,18,1
15,24,0
15,15,3
15,34,7,2
15,6,19,5
15,29,27,32,28,33,15,3
15,22,13,3
15,7,2
15,16,1
15,14,26,4,7,2
15,27,32,28,33,15,3
15,35,19,10,22,13,3
15,18,1
16,12,35,19,6,29,27,30,25,2
16,30,32,10,5
16,31,0
16,18,11,1
16,29,10,22,24,0
16,35,19,6,29,27,30,25,1
16,33,32,30,25,1
16,6,19,5
16,20,9,1,2
16,19,5,31,0
16,25,2
16,23,35,19,6,29,27,30,25,1
16,7,2
16,21,8,33,15,3,0
16,8,33,15,3
16,16,1
16,26,4,7,2
16,9,1
16,28,33,15,3
16,17,6,19,5
16,27,32,33,15,3
16,10,5
16,11,1
16,34,7,2,1
16,13,3
16,32,10,5
16,22,24,0
16,14,26,4,7,2,1
16,15,3
16,24,0
17,19,5
17,15,33,32,30,25,1
17,18,11,2
17,32,30,25,2
17,34,7,2
17,8,33,13,24,31,5
17,21,8,33,13,24,31,5
17,24,31,5
17,29,10,22,24,0
17,28,33,13,0
17,27,30,25,1
17,17,34,7,2,1
17,16,1
17,13,0
17,23,35,19,6,29,27,30,25,1
17,20,9,1
17,10,5
17,25,1
17,6,19,5
17,9,1
17,7,2,1
17,11,1
17,26,14,17,6,19,5
17,12,35,19,6,17,14,26,4
17,22,24,0
17,31,0
17,33,15,3
17,14,26,4,7,2
17,30,32,33,15,3
17,35,19,6,17,14,26,4
18,35,19,5
18,6,19,5
18,13,33,32,30,25,2
18,18,11,1,2
18,25,2
18,19,5
18,8,33,13,0
18,15,3,0
18,20,9,1,2
18,21,8,33,13,0
18,26,4,7,2
18,12,35,19,6,29,30,25,2
18,14,17,34,7,2,1
18,7,34,6,19,5
18,27,30,25,1
18,11,1
18,23,35,19,6,29,30,25,1
18,28,33,13,0
18,29,10,22,13,3
18,22,13,3
18,9,1
18,16,1
18,17,34,7,2,1
18,31,0
18,30,29,17,14,26,4
18,32,10,5
18,24,0
18,34,6,19,5
18,10,5
18,33,32,27,29,17,14,26,4
