1,35,0
1,12,28,17,24,9,1
1,9,1
1,29,0
1,30,29,0
1,22,3
1,18,27,30,29,0
1,33,24,9,1
1,6,17,24,9,1
1,20,1
1,26,19,1
1,34,19,1
1,21,20,1
1,19,1
1,17,24,9,1
1,31,18,27,30,29,0
1,16,29,0
1,8,22,3
1,24,9,1
1,32,20,1
1,23,30,29,0
1,13,15,24,9,1
1,10,22,3
1,11,1
