1,27,6,28,26,12,31,35,30,0
1,28,16,33,2
1,20,30,0
2,27,6,16,33,2
2,28,26,12,31,22,9,0
2,20,30,0
3,27,6,16,33,2
3,28,16,33,2
3,20,0
4,27,6,16,33,2
4,28,16,33,2
4,20,0
5,27,6,16,33,2
5,28,16,33,2
5,20,30,0
6,27,6,16,33,2
6,28,16,33,2
6,20,35,30,0
7,27,6,16,33,2
7,28,16,33,2
7,20,35,30,0
8,27,6,16,33,2
8,28,16,33,2
8,20,35,30,0
9,27,6,16,33,2
9,28,16,33,2
9,20,35,0
10,27,6,16,33,2
10,28,16,33,2
10,20,13,5,7,2
11,27,6,16,33,2
11,28,16,33,2
11,20,13,4
12,27,6,16,33,2
12,28,16,33,2
12,20,13,4
13,27,6,16,33,2
13,28,16,33,2
13,20,35,13,4,7,2
14,27,-2,
14,28,16,33,2
14,20,35,13,4
15,27,-2,
15,28,16,33,2
15,20,35,13,4
16,27,-2,
16,28,16,33,2
16,20,35,13,4
17,27,-2,
17,28,33,2
17,20,35,13,4
18,27,-2,
18,28,33,2
18,20,35,15,0
19,27,-2,
19,28,33,2
19,20,35,15,0
20,27,-2,
20,28,33,2
20,20,16,33,2
21,27,-2,
21,28,33,2
21,20,35,13,4
22,27,-2,
22,28,33,2
22,20,16,33,2
23,27,-2,
23,28,6,33,2
23,20,35,4
24,27,-2,
24,28,6,33,2
24,20,16,6,33,2
25,27,-2,
25,28,20,35,4,2
25,20,35,4,2
26,27,-2,
26,28,18,12,30,10,0
26,20,35,4,2
27,27,-2,
27,28,18,12,30,10,0
27,20,35,4,2
28,27,-2,
28,28,20,35,4
28,20,35,4,13,2
29,27,-2,
29,28,18,12,10,0
29,20,18,12,10,0
30,27,-2,
30,28,18,30,10,0
30,20,18,30,10,0
