"seconds_ahp","run","seconds_it","users","speed"
"298",0.010939,"12",0.011741,3,"0-5"
"299",0.018972,"12",0.002925,3,"0-5"
"300",0.012197,"12",0.004721,3,"0-5"
"301",0.008831,"12",0.005389,3,"0-5"
"302",0.011588,"12",0.00344,3,"0-5"
"303",0.016067,"12",0.006485,3,"0-5"
"304",0.010259,"12",0.007018,3,"0-5"
"305",0.009809,"12",0.003915,3,"0-5"
"306",0.019439,"12",0.005042,3,"0-5"
"307",0.008383,"12",0.003477,3,"0-5"
"308",0.008127,"12",0.002831,3,"0-5"
"309",0.012433,"12",0.00451,3,"0-5"
"310",0.006056,"12",0.004308,3,"0-5"
"311",0.008586,"12",0.002517,3,"0-5"
"312",0.009564,"12",0.004566,3,"0-5"
"313",0.007198,"12",0.003083,3,"0-5"
"314",0.008229,"12",0.002273,3,"0-5"
"315",0.011723,"12",0.004712,3,"0-5"
"316",0.007703,"12",0.003645,3,"0-5"
"317",0.008598,"12",0.002236,3,"0-5"
"318",0.010795,"12",0.004573,3,"0-5"
"319",0.007334,"12",0.00318,3,"0-5"
"320",0.019569,"12",0.00254,3,"0-5"
"321",0.011338,"12",0.004417,3,"0-5"
"322",0.006636,"12",0.003342,3,"0-5"
"323",0.013891,"12",0.002483,3,"0-5"
"324",0.009179,"12",0.004849,3,"0-5"
"325",0.015304,"12",0.036527,3,"0-5"
"326",0.010764,"12",0.002496,3,"0-5"
"327",0.016808,"12",0.004239,3,"0-5"
"328",0.006747,"12",0.003797,3,"0-5"
"329",0.011577,"12",0.002319,3,"0-5"
"330",0.009627,"12",0.006021,3,"0-5"
"331",0.035363,"13",0.006447,3,"0-5"
"332",0.030716,"13",0.004224,3,"0-5"
"333",0.010763,"13",0.003235,3,"0-5"
"334",0.01222,"13",0.004333,3,"0-5"
"335",0.008628,"13",0.003338,3,"0-5"
"336",0.009433,"13",0.00389,3,"0-5"
"337",0.008736,"13",0.005215,3,"0-5"
"338",0.007665,"13",0.003722,3,"0-5"
"339",0.01171,"13",0.002956,3,"0-5"
"340",0.009182,"13",0.003252,3,"0-5"
"341",0.008026,"13",0.003846,3,"0-5"
"342",0.009789,"13",0.003425,3,"0-5"
"343",0.010675,"13",0.005391,3,"0-5"
"344",0.006403,"13",0.006112,3,"0-5"
