1,30,3
1,31,24,3
1,20,33,3
1,17,16,30,20,15,12,1
1,22,25,27,11,15,12,1
1,18,9,2
1,24,3
1,26,12,1
1,33,3
1,34,26,12,1
1,23,16,30,20,15,12,1
1,6,0
