1,9,2
1,8,25,9,1
1,28,8,22,15,3,0,24,5
1,22,15,3,0,24,5
1,27,25,9,1
1,18,9,1
1,15,3,0,24,5
1,20,2
1,30,19,31,5
1,34,19,31,5
1,26,34,19,31,5,24,0
1,29,30,32,27,2
1,31,5,24,0
1,32,19,31,5
1,13,15,3,0
1,17,30,19,31,5
1,7,4,26,34,19,31,5,24,0
1,24,5
1,19,31,5
1,16,2
1,21,25,9,2
1,11,1
1,10,32,30,17,34,26,4
1,35,14,26,4
1,14,6,19,31,5
1,33,13,15,3
1,23,14,26,4
1,12,23,14,26,4
1,6,19,31,5,24,0
1,25,8,22,15,3
2,18,11,2
2,26,4,7,2,1
2,7,2,1
2,30,32,10,22,24,31,5
2,13,3,0
2,25,28,33,15,3,0
2,35,6,29,30,27,25,1
2,29,32,10,22,24,0
2,34,26,4
2,8,33,13,22,24,31,5
2,19,6,29,30,27,25,1
2,31,24,0
2,27,29,17,26,4
2,16,1
2,10,22,24,31,5
2,15,33,8,28,21,18,1
2,33,15,3,0
2,20,1
2,22,13,3
2,28,21,18,1
2,11,2
2,21,18,11,2
2,17,26,4
2,12,35,6,29,30,27,25,11,2
2,23,14,26,4
2,6,19,10,22,24,31,5
2,9,2
2,32,10,22,24,31,5
2,14,26,4
2,24,31,5
3,11,1
3,26,14,17,6,19,5
3,18,11,2
3,19,5
3,27,30,25,2
3,33,28,21,18,11,2
3,20,9,1
3,35,19,6,29,30,25,1
3,9,1,2
3,15,3,0
3,10,5
3,21,18,1
3,22,24,0
3,30,17,14,26,4
3,8,33,15,3,0
3,29,10,22,24,0
3,25,1
3,28,21,18,11,2
3,13,0
3,14,26,4,7,2,1
3,6,19,5
3,16,1
3,12,35,14,26,4
3,23,14,26,4,7,2,1
3,32,10,5
3,24,0
3,34,4
3,7,2
3,17,14,26,4,7,2
3,31,5
4,25,2
4,17,34,7,2
4,10,5
4,19,5,31,0
4,22,33,32,30,2,1
4,21,28,32,30,2,1
4,34,7,2,1
4,29,10,22,0
4,24,31,5
4,33,13,0
4,7,2,1
4,28,32,30,2
4,23,35,19,10,22,13,3
4,9,1
4,14,17,34,7,2
4,27,17,14,26,4
4,31,0
4,8,15,3,13,0
4,6,19,5
4,18,1
4,30,2
4,32,30,2,1
4,12,35,14,26,4
4,11,1
4,16,1
4,26,4,7,2
4,20,9,1
4,15,3
4,13,3
4,35,19,10,22,13,3
5,22,24,33,32,30,16,11,1,2
5,29,27,34,7,25,1
5,11,1,2
5,33,24,13,0
5,26,4
5,32,30,6,34,4
5,27,29,10,5
5,13,0
5,35,19,5
5,19,5
5,23,35,17,14,4
5,14,4
5,8,28,33,24,13,0
5,10,5,31,0
5,24,13,0
5,18,1,2
5,28,33,24,13,0
5,12,35,17,14,4,34,7,25,1
5,9,1
5,20,9,1
5,7,25,2
5,15,3,13,0
5,17,14,4
5,30,32,33,24,13,0
5,21,8,28,33,24,13,0
5,34,7,25,2
5,6,34,4
5,16,30,32,33,24,13,0
5,25,2
5,31,0
6,32,30,2
6,31,0
6,23,35,17,14,4,34,7,2,1
6,16,30,6,27,10,5
6,26,4,34,7,2
6,14,4,34,7,2,1
6,25,7,6,27,10,5,22,31,0
6,15,8,28,24,13,0
6,35,17,27,10,5
6,13,0
6,30,1
6,21,15,8,28,33,22,5
6,11,1,2
6,18,9,1
6,27,6,7,2
6,28,32,30,2
6,33,22,5
6,7,2
6,9,1,2
6,29,33,24,3
6,34,7,2,1
6,22,31,0
6,10,5
6,8,28,24,13,0
6,12,-2,
6,24,28,32,30,1
6,17,14,4,34,7,2
6,6,7,2,1
6,19,10,5
6,20,9,1
7,25,34,7,6,27,29,10,5
7,35,17,27,29,10,5
7,11,16,30,32,33,22,5
7,27,6,7,2
7,29,10,5
7,32,30,7,2
7,13,22,5
7,14,4
7,15,8,24,3,0
7,7,2,1
7,20,-2,
7,24,32,30,7,2,1
7,10,5
7,26,14,4
7,12,-2,
7,30,7,2
7,18,-2,
7,9,-2,
7,23,35,17,27,29,10,5
7,17,27,29,10,5
7,8,24,3,13,22,5
7,16,30,32,33,22,5
7,31,0
7,21,15,8,24,3,0
7,6,7,2
7,33,22,31,0
7,34,2
7,22,31,0
7,19,10,5
7,28,32,30,7,2
8,10,5
8,23,35,17,27,10,5,22,0
8,26,14,4
8,27,10,5,22,0
8,33,5
8,12,-2,
8,19,10,5
8,25,34,2
8,28,32,16,30,7,2
8,13,22,5
8,14,4
8,8,24,3,0
8,35,17,27,10,5,22,0
8,20,-2,
8,30,7,1
8,31,0
8,29,33,28,3
8,21,15,8,24,3,0
8,18,-2,
8,6,7,2
8,22,5
8,16,32,24,3
8,34,2,1
8,17,27,10,5,22,0
8,7,2
8,15,8,24,3
8,24,3
8,32,24,3
8,9,-2,
8,11,30,7,2
9,15,8,24,32,28,33,5
9,28,0
9,10,5
9,11,30,7,1
9,18,-2,
9,17,27,10,5,22,13,0
9,31,0
9,24,32,28,0
9,23,35,17,27,10,5
9,8,24,16,30,7,6,2
9,34,2
9,33,28,32,16,30,7,6,2
9,9,-2,
9,27,10,5,22,13,0
9,14,4
9,21,15,8,24,32,28,0
9,35,17,27,10,5
9,7,1
9,25,34,1
9,30,7,1
9,32,28,0
9,22,5
9,26,14,4
9,12,-2,
9,13,22,5
9,6,2,1
9,29,5
9,20,-2,
9,19,10,5
9,16,30,7,1
10,35,17,27,10,5
10,23,-2,
10,29,33,22,13,0
10,32,24,16,30,7,6,2
10,12,-2,
10,8,24,16,30,7,6,2
10,13,22,5
10,25,4
10,34,1
10,15,-2,
10,17,27,10,5
10,14,4
10,27,10,5,22,13,0
10,30,7,6,1
10,10,5
10,21,-2,
10,22,5
10,9,-2,
10,33,5
10,6,1
10,24,32,3,28,0
10,20,-2,
10,19,-2,
10,16,30,7,6,1
10,26,14,4
10,18,-2,
10,11,30,7,6,1
10,7,6,1
10,28,0
10,31,0
11,35,-2,
11,33,0
11,27,-2,
11,7,6,2
11,18,-2,
11,19,-2,
11,13,0
11,30,7,6,2
11,12,-2,
11,22,13,0
11,16,24,32,3,28,33,5
11,32,3,28,33,5
11,6,1
11,25,4
11,14,25,4
11,11,30,7,6,1
11,8,32,24,16,30,7,6,2
11,10,5
11,20,-2,
11,9,-2,
11,31,0
11,28,0
11,23,-2,
11,15,-2,
11,26,14,25,4
11,17,-2,
11,34,2
11,24,16,30,7,6,1
11,29,5
11,21,-2,
12,27,-2,
12,30,7,6,1,2
12,18,-2,
12,31,0
12,9,-2,
12,32,16,11,30,7,6,1
12,6,1,2
12,23,-2,
12,34,1,2
12,33,5
12,16,32,3,28,0,29,5
12,7,6,1
12,10,5
12,11,30,7,6,1,2
12,19,-2,
12,29,0
12,28,0
12,15,-2,
12,13,22,33,5
12,20,-2,
12,12,-2,
12,24,11,30,7,6,1,2
12,22,33,5
12,26,14,25,4
12,35,-2,
12,8,32,3,28,0,29,5
12,17,-2,
12,25,4
12,21,-2,
12,14,25,4
13,9,-2,
13,8,32,3,28,0
13,7,30,11,24,16,32,3,28,0
13,22,33,29,0
13,11,24,16,32,3,28,0,29,5
13,27,-2,
13,31,28,0
13,33,5
13,32,3,28,0,29,5
13,13,22,33,29,0
13,28,0
13,18,-2,
13,35,-2,
13,24,16,32,3,28,0
13,17,-2,
13,23,-2,
13,29,5
13,21,-2,
13,25,4
13,26,-2,
13,10,5
13,19,-2,
13,12,-2,
13,6,1,2
13,14,25,4
13,30,11,24,16,32,3,28,0
13,16,32,3,28,0
13,34,1,2
13,15,-2,
13,20,-2,
14,35,-2,
14,20,-2,
14,8,32,3,0
14,31,28,0
14,12,-2,
14,19,-2,
14,17,-2,
14,7,-2,
14,15,24,16,32,3,0,29,5
14,23,-2,
14,29,0
14,14,-2,
14,13,22,33,29,0
14,22,33,29,0
14,28,0
14,33,5
14,27,-2,
14,18,-2,
14,26,-2,
14,11,24,16,32,3,0,29,5
14,34,1
14,10,33,5
14,16,32,3,0,29,5
14,32,3,0,29,5
14,21,24,16,32,3,0
14,6,1
14,24,16,32,3,0,29,5
14,25,-2,
14,30,11,24,16,32,3,0
14,9,-2,
15,33,5
15,21,-2,
15,11,-2,
15,26,-2,
15,20,18,34,6,1
15,17,-2,
15,10,33,5
15,8,-2,
15,9,20,18,34,6,1,2
15,32,-2,
15,13,22,33,5
15,19,-2,
15,30,-2,
15,31,-2,
15,23,-2,
15,25,-2,
15,12,-2,
15,28,0
15,24,-2,
15,15,-2,
15,34,6,1
15,6,1,2
15,29,0
15,22,33,5
15,7,-2,
15,16,-2,
15,14,-2,
15,27,-2,
15,35,-2,
15,18,34,6,1
16,12,-2,
16,30,-2,
16,31,-2,
16,18,-2,
16,29,0
16,35,-2,
16,33,5
16,6,-2,
16,20,-2,
16,19,-2,
16,25,-2,
16,23,-2,
16,7,-2,
16,21,-2,
16,8,-2,
16,16,-2,
16,26,-2,
16,9,-2,
16,28,0
16,17,-2,
16,27,-2,
16,10,33,5
16,11,-2,
16,34,-2,
16,13,22,33,5
16,32,-2,
16,22,33,5
16,14,-2,
16,15,-2,
16,24,-2,
17,19,-2,
17,15,-2,
17,18,-2,
17,32,-2,
17,34,-2,
17,8,-2,
17,21,-2,
17,24,-2,
17,29,0
17,28,0
17,27,-2,
17,17,-2,
17,16,-2,
17,13,-2,
17,23,-2,
17,20,-2,
17,10,-2,
17,25,-2,
17,6,-2,
17,9,-2,
17,7,-2,
17,11,-2,
17,26,-2,
17,12,-2,
17,22,-2,
17,31,-2,
17,33,-2,
17,14,-2,
17,30,-2,
17,35,-2,
18,35,-2,
18,6,-2,
18,13,-2,
18,18,-2,
18,25,-2,
18,19,-2,
18,8,-2,
18,15,-2,
18,20,-2,
18,21,-2,
18,26,-2,
18,12,-2,
18,14,-2,
18,7,-2,
18,27,-2,
18,11,-2,
18,23,-2,
18,28,29,0
18,29,0
18,22,-2,
18,9,-2,
18,16,-2,
18,17,-2,
18,31,-2,
18,30,-2,
18,32,-2,
18,24,-2,
18,34,-2,
18,10,-2,
18,33,-2,
19,12,-2,
19,17,-2,
19,15,-2,
19,8,-2,
19,33,-2,
19,24,-2,
19,28,-2,
19,22,-2,
19,7,-2,
19,16,-2,
19,6,-2,
19,9,-2,
19,20,-2,
19,23,-2,
19,30,-2,
19,14,-2,
19,21,-2,
19,13,-2,
19,34,-2,
19,11,-2,
19,19,-2,
19,35,-2,
19,32,-2,
19,31,-2,
19,27,-2,
19,10,-2,
19,26,-2,
19,25,-2,
19,18,-2,
19,29,-2,
20,33,-2,
20,22,-2,
20,29,-2,
20,27,-2,
20,19,-2,
20,12,-2,
20,32,-2,
20,24,-2,
20,7,-2,
20,30,-2,
20,28,-2,
20,6,-2,
20,10,-2,
20,26,-2,
20,20,-2,
20,11,-2,
20,9,-2,
20,34,-2,
20,18,-2,
20,16,-2,
20,15,-2,
20,31,-2,
20,35,-2,
20,23,-2,
20,14,-2,
20,13,-2,
20,25,-2,
20,8,-2,
20,21,-2,
20,17,-2,
21,21,-2,
21,28,-2,
21,29,-2,
21,15,-2,
21,17,-2,
21,19,-2,
21,14,-2,
21,6,-2,
21,30,-2,
21,12,-2,
21,25,-2,
21,11,-2,
21,26,-2,
21,24,-2,
21,35,-2,
21,34,-2,
21,10,-2,
21,33,-2,
21,22,-2,
21,16,-2,
21,27,-2,
21,13,-2,
21,20,-2,
21,9,-2,
21,18,-2,
21,8,-2,
21,32,-2,
21,7,-2,
21,23,-2,
21,31,-2,
22,14,-2,
22,35,-2,
22,32,-2,
22,31,-2,
22,17,-2,
22,11,-2,
22,26,-2,
22,13,-2,
22,16,-2,
22,27,-2,
22,29,-2,
22,28,-2,
22,19,-2,
22,15,-2,
22,18,-2,
22,12,-2,
22,23,-2,
22,8,-2,
22,10,-2,
22,20,-2,
22,25,-2,
22,9,-2,
22,7,-2,
22,34,-2,
22,33,-2,
22,21,-2,
22,24,-2,
22,30,-2,
22,6,-2,
22,22,-2,
23,17,-2,
23,28,-2,
23,16,-2,
23,34,-2,
23,27,-2,
23,30,-2,
23,21,-2,
23,25,-2,
23,18,-2,
23,20,-2,
23,24,-2,
23,9,-2,
23,29,-2,
23,7,-2,
23,6,-2,
23,19,-2,
23,31,-2,
23,13,-2,
23,26,-2,
23,32,-2,
23,12,-2,
23,22,-2,
23,23,-2,
23,11,-2,
23,14,-2,
23,8,-2,
23,10,-2,
23,35,-2,
23,33,-2,
23,15,-2,
24,23,-2,
24,29,-2,
24,21,-2,
24,25,-2,
24,26,-2,
24,22,-2,
24,28,-2,
24,16,-2,
24,11,-2,
24,27,-2,
24,24,-2,
24,15,-2,
24,31,-2,
24,17,-2,
24,9,-2,
24,13,-2,
24,35,-2,
24,6,-2,
24,12,-2,
24,32,-2,
24,33,-2,
24,14,-2,
24,19,-2,
24,30,-2,
24,8,-2,
24,7,-2,
24,10,-2,
24,18,-2,
24,20,-2,
24,34,-2,
25,17,-2,
25,31,-2,
25,13,-2,
25,19,-2,
25,25,-2,
25,9,-2,
25,24,-2,
25,8,-2,
25,6,-2,
25,27,-2,
25,32,-2,
25,30,-2,
25,15,-2,
25,34,-2,
25,18,-2,
25,21,-2,
25,29,-2,
25,14,-2,
25,28,-2,
25,20,-2,
25,7,-2,
25,26,-2,
25,11,-2,
25,22,-2,
25,10,-2,
25,12,-2,
25,33,-2,
25,16,-2,
25,23,-2,
25,35,-2,
26,25,-2,
26,6,-2,
26,19,-2,
26,34,-2,
26,31,-2,
26,22,-2,
26,9,-2,
26,21,-2,
26,15,-2,
26,27,-2,
26,7,-2,
26,12,-2,
26,30,-2,
26,11,-2,
26,23,-2,
26,13,-2,
26,10,-2,
26,14,-2,
26,29,-2,
26,26,-2,
26,33,-2,
26,24,-2,
26,20,-2,
26,8,-2,
26,28,-2,
26,16,-2,
26,17,-2,
26,32,-2,
26,35,-2,
26,18,-2,
27,18,-2,
27,12,-2,
27,10,-2,
27,21,-2,
27,24,-2,
27,23,-2,
27,14,-2,
27,30,-2,
27,27,-2,
27,26,-2,
27,11,-2,
27,20,-2,
27,25,-2,
27,33,-2,
27,35,-2,
27,13,-2,
27,28,-2,
27,32,-2,
27,9,-2,
27,31,-2,
27,19,-2,
27,8,-2,
27,7,-2,
27,29,-2,
27,15,-2,
27,34,-2,
27,16,-2,
27,17,-2,
27,6,-2,
27,22,-2,
28,23,-2,
28,11,-2,
28,21,-2,
28,27,-2,
28,20,-2,
28,24,-2,
28,14,-2,
28,28,-2,
28,8,-2,
28,22,-2,
28,31,-2,
28,17,-2,
28,16,-2,
28,10,-2,
28,9,-2,
28,29,-2,
28,35,-2,
28,25,-2,
28,12,-2,
28,33,-2,
28,30,-2,
28,32,-2,
28,15,-2,
28,13,-2,
28,6,-2,
28,18,-2,
28,19,-2,
28,26,-2,
28,7,-2,
28,34,-2,
29,10,-2,
29,15,-2,
29,18,-2,
29,31,-2,
29,14,-2,
29,21,-2,
29,13,-2,
29,12,-2,
29,17,-2,
29,11,-2,
29,35,-2,
29,22,-2,
29,32,-2,
29,30,-2,
29,20,-2,
29,19,-2,
29,33,-2,
29,23,-2,
29,9,-2,
29,34,-2,
29,29,-2,
29,6,-2,
29,24,-2,
29,27,-2,
29,16,-2,
29,28,-2,
29,26,-2,
29,7,-2,
29,25,-2,
29,8,-2,
30,11,-2,
30,6,-2,
30,15,-2,
30,27,-2,
30,22,-2,
30,18,-2,
30,33,-2,
30,35,-2,
30,30,-2,
30,12,-2,
30,28,-2,
30,25,-2,
30,34,-2,
30,26,-2,
30,21,-2,
30,17,-2,
30,32,-2,
30,31,-2,
30,19,-2,
30,7,-2,
30,13,-2,
30,9,-2,
30,14,-2,
30,23,-2,
30,20,-2,
30,10,-2,
30,16,-2,
30,8,-2,
30,29,-2,
30,24,-2,
