"Iteration","Dst","Src","BW","HC","PI","IU","run","method","users","speed"
"205",1,30,0,0.3,2,2,5.5,"12","ahp",30,"0"
"206",1,31,0,0.078947,5,2,5.5,"12","ahp",30,"0"
"207",1,32,1,0,2,1,9.4,"12","ahp",30,"0"
"208",1,33,1,0.3,3,1,9.4,"12","ahp",30,"0"
"209",1,34,1,0,2,1,9.4,"12","ahp",30,"0"
"210",1,35,0,0.3,1,2,5.5,"12","ahp",30,"0"
"211",1,6,5,0.3,1,2,5.1,"12","it",30,"0"
"212",1,7,2,0.3,1,2,7.2,"12","it",30,"0"
"213",1,8,0,0.3,2,2,5.5,"12","it",30,"0"
"214",1,9,1,0.3,1,4,9.4,"12","it",30,"0"
"215",1,10,0,0.3,2,2,5.5,"12","it",30,"0"
"216",1,11,2,0.3,4,1,7.2,"12","it",30,"0"
"217",1,12,2,0.3,5,1,7.2,"12","it",30,"0"
"218",1,13,5,0.058211,5,2,5.1,"12","it",30,"0"
"219",1,14,0,0.3,4,1,5.5,"12","it",30,"0"
"220",1,15,5,0,4,2,5.1,"12","it",30,"0"
"221",1,16,0,0.3,2,3,5.5,"12","it",30,"0"
"222",1,17,5,0.3,2,2,5.1,"12","it",30,"0"
"223",1,18,0,0.3,4,2,5.5,"12","it",30,"0"
"224",1,19,1,0,1,3,9.4,"12","it",30,"0"
"225",1,20,1,0.3,1,3,9.4,"12","it",30,"0"
"226",1,21,1,0.227779,2,3,9.4,"12","it",30,"0"
"227",1,22,0,0.3,2,2,5.5,"12","it",30,"0"
"228",1,23,0,0.163158,3,2,5.5,"12","it",30,"0"
"229",1,24,5,0.3,3,2,5.1,"12","it",30,"0"
"230",1,25,2,0.3,1,1,7.2,"12","it",30,"0"
"231",1,26,2,0.3,6,1,7.2,"12","it",30,"0"
"232",1,27,0,0,3,2,5.5,"12","it",30,"0"
"233",1,28,4,0.3,4,1,3.9,"12","it",30,"0"
"234",1,29,0,0.3,1,3,5.5,"12","it",30,"0"
"235",1,30,0,0.3,2,2,5.5,"12","it",30,"0"
"236",1,31,0,0.078947,5,2,5.5,"12","it",30,"0"
"237",1,32,2,0.3,2,1,7.2,"12","it",30,"0"
"238",1,33,0,0.3,8,1,5.5,"12","it",30,"0"
"239",1,34,5,0.3,6,1,5.1,"12","it",30,"0"
"240",1,35,0,0.3,1,2,5.5,"12","it",30,"0"
"241",1,6,2,0,3,2,7.2,"13","ahp",30,"0"
"242",1,7,4,0.3,1,4,3.9,"13","ahp",30,"0"
"243",1,8,1,0.3,6,1,9.4,"13","ahp",30,"0"
"244",1,9,0,0.3,1,2,5.5,"13","ahp",30,"0"
"245",1,10,1,0.106938,2,1,9.4,"13","ahp",30,"0"
"246",1,11,2,0.3,3,1,7.2,"13","ahp",30,"0"
"247",1,12,1,0.3,3,1,9.4,"13","ahp",30,"0"
"248",1,13,5,0.3,1,1,5.1,"13","ahp",30,"0"
"249",1,14,1,0,2,1,9.4,"13","ahp",30,"0"
"250",1,15,1,0.3,6,1,9.4,"13","ahp",30,"0"
"251",1,16,2,0,2,2,7.2,"13","ahp",30,"0"
"252",1,17,2,0.3,2,1,7.2,"13","ahp",30,"0"
"253",1,18,1,0.247059,3,1,9.4,"13","ahp",30,"0"
"254",1,19,1,0,6,1,9.4,"13","ahp",30,"0"
"255",1,20,0,0.3,2,2,5.5,"13","ahp",30,"0"
"256",1,21,1,0.3,1,1,9.4,"13","ahp",30,"0"
"257",1,22,1,0.3,2,1,9.4,"13","ahp",30,"0"
"258",1,23,1,0.3,1,1,9.4,"13","ahp",30,"0"
"259",1,24,0,0,1,2,5.5,"13","ahp",30,"0"
"260",1,25,0,0.154553,1,2,5.5,"13","ahp",30,"0"
"261",1,26,1,0,4,1,9.4,"13","ahp",30,"0"
"262",1,27,2,0.3,4,2,7.2,"13","ahp",30,"0"
"263",1,28,2,0.3,3,2,7.2,"13","ahp",30,"0"
"264",1,29,0,0,2,2,5.5,"13","ahp",30,"0"
"265",1,30,0,0.3,1,2,5.5,"13","ahp",30,"0"
"266",1,31,1,0.3,3,1,9.4,"13","ahp",30,"0"
"267",1,32,1,0.3,3,1,9.4,"13","ahp",30,"0"
"268",1,33,4,0.3,2,4,3.9,"13","ahp",30,"0"
"269",1,34,1,0.3,1,1,9.4,"13","ahp",30,"0"
"270",1,35,0,0.3,2,2,5.5,"13","ahp",30,"0"
"271",1,6,0,0,7,2,5.5,"13","it",30,"0"
"272",1,7,2,0.3,1,3,7.2,"13","it",30,"0"
"273",1,8,5,0.3,1,1,5.1,"13","it",30,"0"
"274",1,9,0,0.220591,1,2,5.5,"13","it",30,"0"
"275",1,10,0,0,2,2,5.5,"13","it",30,"0"
"276",1,11,1,0.3,5,1,9.4,"13","it",30,"0"
"277",1,12,0,0.3,4,2,5.5,"13","it",30,"0"
"278",1,13,2,0.3,3,1,7.2,"13","it",30,"0"
"279",1,14,0,0,3,2,5.5,"13","it",30,"0"
"280",1,15,5,0.3,1,1,5.1,"13","it",30,"0"
"281",1,16,2,0.3,2,2,7.2,"13","it",30,"0"
"282",1,17,2,0.3,2,1,7.2,"13","it",30,"0"
"283",1,18,0,0,5,2,5.5,"13","it",30,"0"
"284",1,19,1,0.3,6,1,9.4,"13","it",30,"0"
"285",1,20,0,0.3,2,2,5.5,"13","it",30,"0"
