1,22,8,1
1,23,32,24,5
1,21,9,33,4,5
2,22,8,1,34,0
2,23,14,31,0,34,1
2,21,26,33,4,5
3,22,8,1
3,23,32,24,5
3,21,26,33,4,5
4,22,8,1
4,23,32,24,5
4,21,26,33,4,5
5,22,8,1,34,0
5,23,14,31,0
5,21,26,33,4,5
6,22,8,1,34,0
6,23,32,24,5
6,21,26,33,4,5
7,22,8,1
7,23,32,24,5
7,21,26,33,4,5
8,22,8,1,34,0
8,23,14,31,0,34,1
8,21,26,33,4,5
9,22,8,1,34,0
9,23,14,31,0
9,21,26,11,4,5
10,22,8,1,34,0
10,23,14,31,0,34,1
10,21,26,11,4,5
11,22,8,1,34,0
11,23,32,24,5
11,21,26,11,4,5
12,22,8,1,34,0
12,23,14,31,0,34,1
12,21,26,11,4,5
13,22,8,1,34,0
13,23,14,31,0,34,1
13,21,26,11,4,5
14,22,8,1,34,0
14,23,32,19,20,3,11,4,5
14,21,26,11,4,5
15,22,8,1,34,0
15,23,32,19,20,3,11,4,5
15,21,26,11,4,5
16,22,8,1
16,23,14,31,0,34,1
16,21,26,11,4,5
17,22,8,1
17,23,14,31,0,34,1
17,21,26,11,4,5
18,22,8,1
18,23,32,19,20,3,11,4,5
18,21,20,19,32,23,14,31,0
19,22,8,1,34,0
19,23,14,31,0
19,21,20,19,32,23,14,31,0
20,22,8,1
20,23,14,31,0
20,21,26,33,11,4,5
21,22,8,1
21,23,14,31,0,34,1
21,21,26,33,11,4,5
22,22,8,1
22,23,14,6,0,34,1
22,21,20,19,32,23,14,6,0
23,22,8,1
23,23,14,6,0,34,1
23,21,26,33,11,4,5
24,22,8,1
24,23,14,6,0,34,1
24,21,26,33,11,4,5
25,22,8,1,34,0
25,23,32,19,20,3,11,4,5
25,21,26,33,11,4,5
26,22,8,1
26,23,14,31,0
26,21,20,19,32,23,14,31,0
27,22,8,1
27,23,32,19,20,3,11,4,5
27,21,26,33,11,4,5
28,22,8,1
28,23,14,31,0
28,21,20,19,32,23,14,31,0
29,22,8,1,34,0
29,23,14,15,12,0
29,21,26,33,11,4,5
30,22,8,1
30,23,14,6,12,0
30,21,26,33,11,4,5
