"Iteration","Dst","Src","Score","method","scoretype"
"648",1,18,1,0.297095,"it","ahp"
"649",1,34,2,0.24596,"it","ahp"
"650",1,15,1,0.248499,"it","ahp"
"651",1,26,0,0.190836,"it","ahp"
"652",1,6,1,0.494944,"it","ahp"
"653",1,23,1,0.373314,"it","ahp"
"654",1,11,0,0.347953,"it","ahp"
"655",1,25,2,0.227714,"it","ahp"
"656",1,31,5,0.825,"it","it"
"657",1,33,1,1,"it","it"
"658",1,24,1,1,"it","it"
"659",1,10,0,1,"it","it"
"660",1,17,5,1,"it","it"
"661",1,12,5,1,"it","it"
"662",1,7,2,0.776852,"it","it"
"663",1,16,0,1,"it","it"
"664",1,35,0,0.863385,"it","it"
"665",1,32,2,0.825,"it","it"
"666",1,19,5,0.950848,"it","it"
"667",1,14,0,0.85,"it","it"
"668",1,20,1,1,"it","it"
"669",1,29,5,0.675,"it","it"
"670",1,28,0,1,"it","it"
"671",1,9,3,0.813,"it","it"
"672",1,21,5,0.675,"it","it"
"673",1,22,0,1,"it","it"
"674",1,27,5,0.85,"it","it"
"675",1,30,5,0.675,"it","it"
"676",1,8,1,1,"it","it"
"677",1,18,1,0.892857,"it","it"
"678",1,34,2,0.701639,"it","it"
"679",1,15,1,0.675,"it","it"
"680",1,26,0,0.85,"it","it"
"681",1,6,1,1,"it","it"
"682",1,23,1,0.825,"it","it"
"683",1,11,0,1,"it","it"
"684",1,25,2,0.675,"it","it"
"685",1,26,5,0.234116,"ahp","ahp"
"686",1,19,1,0.352089,"ahp","ahp"
"687",1,30,1,0.23237,"ahp","ahp"
"688",1,34,5,0.266227,"ahp","ahp"
"689",1,20,3,0.243621,"ahp","ahp"
"690",1,10,1,0.206993,"ahp","ahp"
"691",1,9,3,0.231171,"ahp","ahp"
"692",1,16,1,0.273648,"ahp","ahp"
"693",1,21,1,0.269023,"ahp","ahp"
"694",1,7,1,0.369598,"ahp","ahp"
"695",1,18,1,0.30703,"ahp","ahp"
"696",1,31,1,0.231552,"ahp","ahp"
"697",1,14,1,0.209812,"ahp","ahp"
"698",1,28,4,0.258884,"ahp","ahp"
"699",1,11,1,0.384895,"ahp","ahp"
"700",1,24,1,0.246483,"ahp","ahp"
"701",1,32,1,0.238834,"ahp","ahp"
"702",1,12,1,0.208088,"ahp","ahp"
"703",1,15,1,0.238535,"ahp","ahp"
"704",1,23,1,0.278397,"ahp","ahp"
"705",1,29,1,0.247284,"ahp","ahp"
"706",1,6,1,0.213812,"ahp","ahp"
"707",1,22,0,0.283415,"ahp","ahp"
"708",1,25,0,0.334592,"ahp","ahp"
"709",1,35,1,0.25834,"ahp","ahp"
"710",1,27,1,0.208864,"ahp","ahp"
"711",1,8,1,0.322934,"ahp","ahp"
"712",1,17,1,0.317331,"ahp","ahp"
"713",1,13,2,0.229956,"ahp","ahp"
"714",1,26,5,1,"ahp","it"
"715",1,19,1,1,"ahp","it"
"716",1,30,1,0.825,"ahp","it"
"717",1,34,5,1,"ahp","it"
"718",1,20,3,0.988,"ahp","it"
"719",1,10,1,0.825,"ahp","it"
"720",1,9,3,0.988,"ahp","it"
"721",1,16,1,1,"ahp","it"
"722",1,21,1,0.825,"ahp","it"
"723",1,7,1,1,"ahp","it"
"724",1,18,1,0.91,"ahp","it"
"725",1,31,1,0.825,"ahp","it"
"726",1,14,1,0.675,"ahp","it"
"727",1,28,4,0.934,"ahp","it"
"728",1,11,1,0.737389,"ahp","it"
"729",1,24,1,0.85,"ahp","it"
"730",1,32,1,0.675,"ahp","it"
"731",1,12,1,0.675,"ahp","it"
"732",1,15,1,0.675,"ahp","it"
"733",1,23,1,0.85,"ahp","it"
"734",1,29,1,0.675,"ahp","it"
"735",1,6,1,0.675,"ahp","it"
"736",1,22,0,1,"ahp","it"
"737",1,25,0,1,"ahp","it"
"738",1,35,1,0.85,"ahp","it"
"739",1,27,1,0.675,"ahp","it"
"740",1,8,1,0.675,"ahp","it"
"741",1,17,1,0.675,"ahp","it"
"742",1,13,2,0.825,"ahp","it"
"743",1,26,5,0.234116,"it","ahp"
"744",1,19,1,0.352089,"it","ahp"
"745",1,30,5,0.169025,"it","ahp"
"746",1,34,5,0.266227,"it","ahp"
"747",1,20,5,0.119126,"it","ahp"
"748",1,10,5,0.175702,"it","ahp"
"749",1,9,5,0.120676,"it","ahp"
"750",1,16,1,0.273648,"it","ahp"
"751",1,21,0,0.162157,"it","ahp"
"752",1,7,1,0.369598,"it","ahp"
"753",1,18,1,0.327865,"it","ahp"
"754",1,31,5,0.190578,"it","ahp"
"755",1,14,5,0.190578,"it","ahp"
"756",1,28,5,0.185631,"it","ahp"
"757",1,11,1,0.326779,"it","ahp"
"758",1,24,2,0.211313,"it","ahp"
"759",1,32,0,0.120729,"it","ahp"
"760",1,12,2,0.16741,"it","ahp"
"761",1,15,1,0.276255,"it","ahp"
"762",1,23,1,0.278451,"it","ahp"
"763",1,29,0,0.171379,"it","ahp"
"764",1,6,3,0.173038,"it","ahp"
"765",1,22,0,0.288289,"it","ahp"
"766",1,25,0,0.339466,"it","ahp"
"767",1,35,1,0.258393,"it","ahp"
"768",1,27,3,0.177598,"it","ahp"
"769",1,8,1,0.340025,"it","ahp"
"770",1,17,3,0.176707,"it","ahp"
"771",1,13,0,0.194227,"it","ahp"
"772",1,26,5,1,"it","it"
"773",1,19,1,1,"it","it"
"774",1,30,5,0.825,"it","it"
"775",1,34,5,1,"it","it"
"776",1,20,5,1,"it","it"
"777",1,10,5,1,"it","it"
"778",1,9,5,1,"it","it"
"779",1,16,1,1,"it","it"
"780",1,21,0,0.825,"it","it"
"781",1,7,1,1,"it","it"
"782",1,18,1,1,"it","it"
"783",1,31,5,0.825,"it","it"
"784",1,14,5,0.825,"it","it"
"785",1,28,5,1,"it","it"
"786",1,11,1,0.825,"it","it"
"787",1,24,2,1,"it","it"
"788",1,32,0,0.825,"it","it"
"789",1,12,2,0.825,"it","it"
"790",1,15,1,0.825,"it","it"
"791",1,23,1,0.87263,"it","it"
"792",1,29,0,0.825,"it","it"
"793",1,6,3,0.813,"it","it"
"794",1,22,0,1,"it","it"
"795",1,25,0,1,"it","it"
"796",1,35,1,0.85,"it","it"
"797",1,27,3,0.813,"it","it"
"798",1,8,1,0.825,"it","it"
"799",1,17,3,0.813,"it","it"
"800",1,13,0,0.825,"it","it"
"801",1,34,1,0.308597,"ahp","ahp"
"802",1,14,1,0.267818,"ahp","ahp"
"803",1,18,2,0.253912,"ahp","ahp"
"804",1,15,5,0.240941,"ahp","ahp"
"805",1,11,2,0.252577,"ahp","ahp"
"806",1,35,2,0.247088,"ahp","ahp"
"807",1,32,1,0.289348,"ahp","ahp"
"808",1,25,3,0.309707,"ahp","ahp"
"809",1,27,1,0.255865,"ahp","ahp"
"810",1,9,1,0.23182,"ahp","ahp"
"811",1,29,1,0.25516,"ahp","ahp"
"812",1,23,1,0.254528,"ahp","ahp"
"813",1,7,0,0.229678,"ahp","ahp"
"814",1,10,1,0.253807,"ahp","ahp"
"815",1,33,1,0.282154,"ahp","ahp"
"816",1,16,1,0.232975,"ahp","ahp"
"817",1,31,1,0.238627,"ahp","ahp"
"818",1,22,1,0.257709,"ahp","ahp"
"819",1,19,3,0.330755,"ahp","ahp"
"820",1,13,1,0.254528,"ahp","ahp"
"821",1,21,1,0.280367,"ahp","ahp"
"822",1,24,3,0.334116,"ahp","ahp"
"823",1,28,4,0.292786,"ahp","ahp"
"824",1,17,2,0.259594,"ahp","ahp"
"825",1,26,1,0.249636,"ahp","ahp"
"826",1,8,5,0.271046,"ahp","ahp"
"827",1,12,0,0.231704,"ahp","ahp"
"828",1,6,1,0.244294,"ahp","ahp"
"829",1,30,4,0.309863,"ahp","ahp"
"830",1,34,1,1,"ahp","it"
"831",1,14,1,1,"ahp","it"
"832",1,18,2,1,"ahp","it"
"833",1,15,5,1,"ahp","it"
"834",1,11,2,0.825,"ahp","it"
"835",1,35,2,1,"ahp","it"
"836",1,32,1,1,"ahp","it"
"837",1,25,3,0.988,"ahp","it"
"838",1,27,1,0.94,"ahp","it"
"839",1,9,1,0.825,"ahp","it"
"840",1,29,1,0.85,"ahp","it"
"841",1,23,1,0.85,"ahp","it"
"842",1,7,0,1,"ahp","it"
"843",1,10,1,0.85,"ahp","it"
"844",1,33,1,0.825,"ahp","it"
"845",1,16,1,0.825,"ahp","it"
"846",1,31,1,0.937273,"ahp","it"
"847",1,22,1,0.85,"ahp","it"
"848",1,19,3,0.988,"ahp","it"
"849",1,13,1,0.85,"ahp","it"
"850",1,21,1,0.85,"ahp","it"
"851",1,24,3,0.988,"ahp","it"
"852",1,28,4,0.934,"ahp","it"
"853",1,17,2,0.880417,"ahp","it"
"854",1,26,1,0.85,"ahp","it"
"855",1,8,5,1,"ahp","it"
"856",1,12,0,1,"ahp","it"
"857",1,6,1,0.85,"ahp","it"
"858",1,30,4,0.934,"ahp","it"
"859",1,34,1,0.308597,"it","ahp"
"860",1,14,2,0.244028,"it","ahp"
"861",1,18,0,0.198325,"it","ahp"
"862",1,15,5,0.237095,"it","ahp"
"863",1,11,5,0.140291,"it","ahp"
"864",1,35,1,0.258036,"it","ahp"
"865",1,32,1,0.288846,"it","ahp"
"866",1,25,1,0.275009,"it","ahp"
"867",1,27,2,0.260695,"it","ahp"
"868",1,9,5,0.181713,"it","ahp"
"869",1,29,2,0.267531,"it","ahp"
"870",1,23,2,0.269678,"it","ahp"
"871",1,7,0,0.201208,"it","ahp"
"872",1,10,2,0.263208,"it","ahp"
"873",1,33,0,0.126457,"it","ahp"
"874",1,16,5,0.198739,"it","ahp"
"875",1,31,1,0.254023,"it","ahp"
"876",1,22,2,0.274966,"it","ahp"
"877",1,19,1,0.281234,"it","ahp"
"878",1,13,2,0.272423,"it","ahp"
"879",1,21,2,0.176259,"it","ahp"
"880",1,24,2,0.150061,"it","ahp"
"881",1,28,2,0.147164,"it","ahp"
"882",1,17,2,0.263406,"it","ahp"
"883",1,26,1,0.248633,"it","ahp"
"884",1,8,5,0.260686,"it","ahp"
"885",1,12,0,0.237707,"it","ahp"
"886",1,6,1,0.242659,"it","ahp"
"887",1,30,2,0.143229,"it","ahp"
"888",1,34,1,1,"it","it"
"889",1,14,2,1,"it","it"
"890",1,18,0,1,"it","it"
"891",1,15,5,1,"it","it"
"892",1,11,5,0.825,"it","it"
"893",1,35,1,1,"it","it"
"894",1,32,1,1,"it","it"
"895",1,25,1,1,"it","it"
"896",1,27,2,1,"it","it"
"897",1,9,5,0.825,"it","it"
"898",1,29,2,1,"it","it"
"899",1,23,2,1,"it","it"
"900",1,7,0,1,"it","it"
"901",1,10,2,1,"it","it"
"902",1,33,0,0.825,"it","it"
"903",1,16,5,0.85,"it","it"
"904",1,31,1,1,"it","it"
"905",1,22,2,1,"it","it"
"906",1,19,1,0.947385,"it","it"
"907",1,13,2,0.980952,"it","it"
"908",1,21,2,0.85,"it","it"
"909",1,24,2,0.85,"it","it"
"910",1,28,2,0.85,"it","it"
"911",1,17,2,0.901548,"it","it"
"912",1,26,1,0.85,"it","it"
"913",1,8,5,1,"it","it"
"914",1,12,0,1,"it","it"
"915",1,6,1,0.85,"it","it"
"916",1,30,2,0.85,"it","it"
"917",1,28,1,0.31553,"ahp","ahp"
"918",1,12,1,0.208894,"ahp","ahp"
"919",1,32,5,0.256871,"ahp","ahp"
"920",1,27,3,0.249753,"ahp","ahp"
"921",1,15,2,0.196831,"ahp","ahp"
"922",1,34,4,0.251342,"ahp","ahp"
"923",1,29,5,0.240596,"ahp","ahp"
"924",1,19,5,0.315984,"ahp","ahp"
"925",1,9,1,0.206642,"ahp","ahp"
"926",1,7,2,0.206216,"ahp","ahp"
"927",1,11,0,0.216276,"ahp","ahp"
"928",1,21,1,0.234189,"ahp","ahp"
"929",1,25,5,0.311567,"ahp","ahp"
"930",1,17,3,0.249753,"ahp","ahp"
"931",1,23,0,0.223817,"ahp","ahp"
"932",1,22,4,0.26523,"ahp","ahp"
"933",1,8,5,0.325458,"ahp","ahp"
"934",1,31,1,0.208133,"ahp","ahp"
"935",1,20,1,0.208133,"ahp","ahp"
"936",1,33,3,0.275082,"ahp","ahp"
"937",1,13,4,0.267184,"ahp","ahp"
"938",1,35,5,0.277862,"ahp","ahp"
"939",1,24,0,0.242238,"ahp","ahp"
"940",1,14,1,0.257049,"ahp","ahp"
"941",1,26,5,0.325538,"ahp","ahp"
"942",1,10,3,0.253407,"ahp","ahp"
"943",1,30,3,0.300401,"ahp","ahp"
"944",1,28,1,0.825,"ahp","it"
"945",1,12,1,0.675,"ahp","it"
"946",1,32,5,1,"ahp","it"
"947",1,27,3,0.988,"ahp","it"
"948",1,15,2,0.825,"ahp","it"
"949",1,34,4,0.934,"ahp","it"
"950",1,29,5,1,"ahp","it"
"951",1,19,5,1,"ahp","it"
"952",1,9,1,0.675,"ahp","it"
"953",1,7,2,0.825,"ahp","it"
"954",1,11,0,0.825,"ahp","it"
"955",1,21,1,0.675,"ahp","it"
"956",1,25,5,1,"ahp","it"
"957",1,17,3,0.988,"ahp","it"
"958",1,23,0,1,"ahp","it"
"959",1,22,4,0.934,"ahp","it"
"960",1,8,5,1,"ahp","it"
"961",1,31,1,0.675,"ahp","it"
"962",1,20,1,0.675,"ahp","it"
"963",1,33,3,0.838,"ahp","it"
"964",1,13,4,0.797636,"ahp","it"
"965",1,35,5,1,"ahp","it"
"966",1,24,0,1,"ahp","it"
"967",1,14,1,0.675,"ahp","it"
"968",1,26,5,1,"ahp","it"
"969",1,10,3,0.838,"ahp","it"
"970",1,30,3,0.988,"ahp","it"
"971",1,28,1,0.31553,"it","ahp"
"972",1,12,2,0.171744,"it","ahp"
"973",1,32,0,0.156354,"it","ahp"
"974",1,27,5,0.132265,"it","ahp"
"975",1,15,5,0.167405,"it","ahp"
"976",1,34,0,0.170003,"it","ahp"
"977",1,29,5,0.234237,"it","ahp"
"978",1,19,5,0.309625,"it","ahp"
"979",1,9,1,0.235523,"it","ahp"
"980",1,7,5,0.211572,"it","ahp"
"981",1,11,0,0.216276,"it","ahp"
"982",1,21,3,0.210602,"it","ahp"
"983",1,25,5,0.327931,"it","ahp"
"984",1,17,5,0.139667,"it","ahp"
"985",1,23,5,0.150561,"it","ahp"
"986",1,22,0,0.164416,"it","ahp"
"987",1,8,5,0.340288,"it","ahp"
"988",1,31,3,0.227542,"it","ahp"
"989",1,20,3,0.227542,"it","ahp"
"990",1,33,0,0.14876,"it","ahp"
"991",1,13,0,0.156516,"it","ahp"
"992",1,35,5,0.292692,"it","ahp"
"993",1,24,5,0.194698,"it","ahp"
"994",1,14,4,0.253631,"it","ahp"
"995",1,26,5,0.341902,"it","ahp"
"996",1,10,0,0.140041,"it","ahp"
"997",1,30,5,0.109351,"it","ahp"
"998",1,28,1,0.825,"it","it"
"999",1,12,2,0.825,"it","it"
"1000",1,32,0,1,"it","it"
"1001",1,27,5,1,"it","it"
"1002",1,15,5,1,"it","it"
"1003",1,34,0,1,"it","it"
"1004",1,29,5,1,"it","it"
"1005",1,19,5,1,"it","it"
"1006",1,9,1,0.825,"it","it"
"1007",1,7,5,1,"it","it"
"1008",1,11,0,0.825,"it","it"
"1009",1,21,3,0.813,"it","it"
"1010",1,25,5,1,"it","it"
"1011",1,17,5,1,"it","it"
"1012",1,23,5,0.966667,"it","it"
"1013",1,22,0,0.890263,"it","it"
"1014",1,8,5,1,"it","it"
"1015",1,31,3,0.813,"it","it"
"1016",1,20,3,0.813,"it","it"
"1017",1,33,0,0.85,"it","it"
"1018",1,13,0,0.85,"it","it"
"1019",1,35,5,1,"it","it"
"1020",1,24,5,0.86062,"it","it"
"1021",1,14,4,0.732374,"it","it"
"1022",1,26,5,1,"it","it"
"1023",1,10,0,0.85,"it","it"
"1024",1,30,5,0.85,"it","it"
"1025",1,31,3,0.269666,"ahp","ahp"
"1026",1,20,3,0.275777,"ahp","ahp"
"1027",1,17,1,0.242355,"ahp","ahp"
"1028",1,22,1,0.254426,"ahp","ahp"
"1029",1,18,2,0.249085,"ahp","ahp"
"1030",1,24,3,0.270235,"ahp","ahp"
"1031",1,26,1,0.261325,"ahp","ahp"
"1032",1,33,3,0.253927,"ahp","ahp"
"1033",1,34,1,0.238138,"ahp","ahp"
"1034",1,23,1,0.218007,"ahp","ahp"
"1035",1,6,0,0.251107,"ahp","ahp"
"1036",1,12,1,0.253626,"ahp","ahp"
"1037",1,16,1,0.216861,"ahp","ahp"
"1038",1,7,1,0.213862,"ahp","ahp"
"1039",1,21,1,0.213378,"ahp","ahp"
"1040",1,11,3,0.255777,"ahp","ahp"
"1041",1,35,1,0.233379,"ahp","ahp"
"1042",1,14,1,0.213378,"ahp","ahp"
"1043",1,25,1,0.243125,"ahp","ahp"
"1044",1,9,2,0.383149,"ahp","ahp"
"1045",1,32,5,0.256976,"ahp","ahp"
"1046",1,15,5,0.243151,"ahp","ahp"
"1047",1,13,1,0.243125,"ahp","ahp"
"1048",1,27,5,0.256488,"ahp","ahp"
"1049",1,8,1,0.243125,"ahp","ahp"
"1050",1,28,3,0.26355,"ahp","ahp"
"1051",1,10,1,0.218553,"ahp","ahp"
"1052",1,19,5,0.252225,"ahp","ahp"
"1053",1,29,4,0.214051,"ahp","ahp"
"1054",1,31,3,0.988,"ahp","it"
"1055",1,20,3,0.988,"ahp","it"
"1056",1,17,1,0.825,"ahp","it"
"1057",1,22,1,0.803571,"ahp","it"
"1058",1,18,2,1,"ahp","it"
"1059",1,24,3,0.861608,"ahp","it"
"1060",1,26,1,0.825,"ahp","it"
"1061",1,33,3,0.838,"ahp","it"
"1062",1,34,1,0.682999,"ahp","it"
"1063",1,23,1,0.675,"ahp","it"
"1064",1,6,0,0.825,"ahp","it"
"1065",1,12,1,0.792276,"ahp","it"
"1066",1,16,1,0.675,"ahp","it"
"1067",1,7,1,0.652778,"ahp","it"
"1068",1,21,1,0.675,"ahp","it"
"1069",1,11,3,0.838,"ahp","it"
"1070",1,35,1,0.675,"ahp","it"
"1071",1,14,1,0.675,"ahp","it"
"1072",1,25,1,0.675,"ahp","it"
"1073",1,9,2,1,"ahp","it"
"1074",1,32,5,1,"ahp","it"
"1075",1,15,5,1,"ahp","it"
"1076",1,13,1,0.675,"ahp","it"
"1077",1,27,5,0.85,"ahp","it"
"1078",1,8,1,0.675,"ahp","it"
"1079",1,28,3,0.838,"ahp","it"
"1080",1,10,1,0.675,"ahp","it"
"1081",1,19,5,0.85,"ahp","it"
"1082",1,29,4,0.759,"ahp","it"
"1083",1,31,5,0.193487,"it","ahp"
"1084",1,20,5,0.199598,"it","ahp"
"1085",1,17,2,0.168537,"it","ahp"
"1086",1,22,3,0.166743,"it","ahp"
"1087",1,18,2,0.244737,"it","ahp"
"1088",1,24,5,0.164749,"it","ahp"
"1089",1,26,5,0.199272,"it","ahp"
"1090",1,33,5,0.179499,"it","ahp"
"1091",1,34,0,0.199291,"it","ahp"
"1092",1,23,0,0.12311,"it","ahp"
"1093",1,6,0,0.219091,"it","ahp"
"1094",1,12,5,0.204007,"it","ahp"
"1095",1,16,3,0.227542,"it","ahp"
"1096",1,7,3,0.195029,"it","ahp"
"1097",1,21,3,0.196712,"it","ahp"
"1098",1,11,5,0.178545,"it","ahp"
"1099",1,35,1,0.267665,"it","ahp"
"1100",1,14,3,0.196712,"it","ahp"
"1101",1,25,5,0.185241,"it","ahp"
"1102",1,9,2,0.341502,"it","ahp"
"1103",1,32,5,0.20243,"it","ahp"
"1104",1,15,5,0.202098,"it","ahp"
"1105",1,13,2,0.171976,"it","ahp"
"1106",1,27,5,0.270774,"it","ahp"
"1107",1,8,5,0.185241,"it","ahp"
"1108",1,28,5,0.137679,"it","ahp"
"1109",1,10,0,0.136978,"it","ahp"
"1110",1,19,5,0.266511,"it","ahp"
"1111",1,29,3,0.193221,"it","ahp"
"1112",1,31,5,1,"it","it"
"1113",1,20,5,1,"it","it"
"1114",1,17,2,0.825,"it","it"
"1115",1,22,3,0.813,"it","it"
"1116",1,18,2,1,"it","it"
"1117",1,24,5,1,"it","it"
"1118",1,26,5,0.91731,"it","it"
"1119",1,33,5,0.85,"it","it"
"1120",1,34,0,0.825,"it","it"
"1121",1,23,0,0.825,"it","it"
"1122",1,6,0,0.825,"it","it"
"1123",1,12,5,0.85,"it","it"
"1124",1,16,3,0.801,"it","it"
"1125",1,7,3,0.813,"it","it"
"1126",1,21,3,0.813,"it","it"
"1127",1,11,5,0.85,"it","it"
"1128",1,35,1,0.803571,"it","it"
"1129",1,14,3,0.813,"it","it"
"1130",1,25,5,0.675,"it","it"
"1131",1,9,2,1,"it","it"
"1132",1,32,5,0.85,"it","it"
"1133",1,15,5,0.85,"it","it"
"1134",1,13,2,0.675,"it","it"
"1135",1,27,5,0.85,"it","it"
"1136",1,8,5,0.675,"it","it"
"1137",1,28,5,0.85,"it","it"
"1138",1,10,0,0.825,"it","it"
"1139",1,19,5,0.85,"it","it"
"1140",1,29,3,0.813,"it","it"
"1141",1,26,1,0.225078,"ahp","ahp"
"1142",1,32,4,0.222926,"ahp","ahp"
"1143",1,20,1,0.241342,"ahp","ahp"
"1144",1,17,1,0.267269,"ahp","ahp"
"1145",1,25,1,0.227345,"ahp","ahp"
"1146",1,35,0,0.286894,"ahp","ahp"
"1147",1,19,4,0.236129,"ahp","ahp"
"1148",1,10,3,0.303637,"ahp","ahp"
"1149",1,8,0,0.214934,"ahp","ahp"
"1150",1,31,2,0.314735,"ahp","ahp"
"1151",1,28,5,0.255543,"ahp","ahp"
"1152",1,9,2,0.296172,"ahp","ahp"
"1153",1,11,0,0.241802,"ahp","ahp"
"1154",1,27,3,0.328625,"ahp","ahp"
"1155",1,14,0,0.272698,"ahp","ahp"
"1156",1,18,3,0.222688,"ahp","ahp"
"1157",1,22,4,0.239937,"ahp","ahp"
"1158",1,16,1,0.214696,"ahp","ahp"
"1159",1,30,0,0.391885,"ahp","ahp"
"1160",1,21,5,0.320339,"ahp","ahp"
"1161",1,6,4,0.232915,"ahp","ahp"
"1162",1,29,2,0.320896,"ahp","ahp"
"1163",1,15,2,0.237653,"ahp","ahp"
"1164",1,23,1,0.214922,"ahp","ahp"
"1165",1,13,4,0.240225,"ahp","ahp"
"1166",1,7,2,0.293736,"ahp","ahp"
"1167",1,33,2,0.257978,"ahp","ahp"
"1168",1,34,0,0.283199,"ahp","ahp"
"1169",1,12,1,0.292315,"ahp","ahp"
"1170",1,26,1,0.825,"ahp","it"
"1171",1,32,4,0.934,"ahp","it"
"1172",1,20,1,0.825,"ahp","it"
"1173",1,17,1,0.825,"ahp","it"
"1174",1,25,1,0.825,"ahp","it"
"1175",1,35,0,1,"ahp","it"
"1176",1,19,4,0.934,"ahp","it"
"1177",1,10,3,0.988,"ahp","it"
"1178",1,8,0,1,"ahp","it"
"1179",1,31,2,1,"ahp","it"
"1180",1,28,5,1,"ahp","it"
"1181",1,9,2,1,"ahp","it"
"1182",1,11,0,1,"ahp","it"
"1183",1,27,3,0.988,"ahp","it"
"1184",1,14,0,1,"ahp","it"
"1185",1,18,3,0.813,"ahp","it"
"1186",1,22,4,0.934,"ahp","it"
"1187",1,16,1,0.675,"ahp","it"
"1188",1,30,0,1,"ahp","it"
"1189",1,21,5,0.986765,"ahp","it"
"1190",1,6,4,0.844,"ahp","it"
"1191",1,29,2,1,"ahp","it"
"1192",1,15,2,0.825,"ahp","it"
"1193",1,23,1,0.675,"ahp","it"
"1194",1,13,4,0.934,"ahp","it"
"1195",1,7,2,0.88,"ahp","it"
"1196",1,33,2,0.85,"ahp","it"
"1197",1,34,0,1,"ahp","it"
"1198",1,12,1,0.795,"ahp","it"
"1199",1,26,2,0.193792,"it","ahp"
"1200",1,32,0,0.192025,"it","ahp"
"1201",1,20,0,0.170893,"it","ahp"
"1202",1,17,0,0.17529,"it","ahp"
"1203",1,25,1,0.231693,"it","ahp"
"1204",1,35,0,0.334557,"it","ahp"
"1205",1,19,0,0.153277,"it","ahp"
"1206",1,10,3,0.31319,"it","ahp"
"1207",1,8,0,0.184744,"it","ahp"
"1208",1,31,2,0.314735,"it","ahp"
"1209",1,28,5,0.255543,"it","ahp"
"1210",1,9,2,0.296172,"it","ahp"
"1211",1,11,0,0.260079,"it","ahp"
"1212",1,27,2,0.229019,"it","ahp"
"1213",1,14,0,0.32604,"it","ahp"
"1214",1,18,5,0.155888,"it","ahp"
"1215",1,22,0,0.147675,"it","ahp"
"1216",1,16,5,0.183528,"it","ahp"
"1217",1,30,0,0.445226,"it","ahp"
"1218",1,21,2,0.267683,"it","ahp"
"1219",1,6,0,0.163009,"it","ahp"
"1220",1,29,2,0.291097,"it","ahp"
"1221",1,15,3,0.232688,"it","ahp"
"1222",1,23,2,0.190851,"it","ahp"
"1223",1,13,0,0.152182,"it","ahp"
"1224",1,7,2,0.289846,"it","ahp"
"1225",1,33,2,0.259034,"it","ahp"
"1226",1,34,0,0.334627,"it","ahp"
"1227",1,12,1,0.312866,"it","ahp"
"1228",1,26,2,0.825,"it","it"
"1229",1,32,0,1,"it","it"
"1230",1,20,0,1,"it","it"
"1231",1,17,0,1,"it","it"
"1232",1,25,1,0.825,"it","it"
"1233",1,35,0,1,"it","it"
"1234",1,19,0,0.863043,"it","it"
"1235",1,10,3,0.988,"it","it"
"1236",1,8,0,0.886877,"it","it"
"1237",1,31,2,1,"it","it"
"1238",1,28,5,1,"it","it"
"1239",1,9,2,1,"it","it"
"1240",1,11,0,1,"it","it"
"1241",1,27,2,1,"it","it"
"1242",1,14,0,1,"it","it"
"1243",1,18,5,0.825,"it","it"
"1244",1,22,0,0.85,"it","it"
"1245",1,16,5,0.825,"it","it"
"1246",1,30,0,1,"it","it"
"1247",1,21,2,1,"it","it"
"1248",1,6,0,0.85,"it","it"
"1249",1,29,2,0.88,"it","it"
"1250",1,15,3,0.813,"it","it"
"1251",1,23,2,0.825,"it","it"
"1252",1,13,0,0.85,"it","it"
"1253",1,7,2,0.85,"it","it"
"1254",1,33,2,0.85,"it","it"
"1255",1,34,0,1,"it","it"
"1256",1,12,1,0.825,"it","it"
"1257",1,9,1,0.312726,"ahp","ahp"
"1258",1,16,1,0.22634,"ahp","ahp"
"1259",1,17,1,0.276404,"ahp","ahp"
"1260",1,28,2,0.268086,"ahp","ahp"
"1261",1,34,1,0.294115,"ahp","ahp"
"1262",1,15,1,0.288564,"ahp","ahp"
"1263",1,10,1,0.212796,"ahp","ahp"
"1264",1,8,2,0.30594,"ahp","ahp"
"1265",1,23,4,0.293293,"ahp","ahp"
"1266",1,7,2,0.238215,"ahp","ahp"
"1267",1,18,0,0.242201,"ahp","ahp"
"1268",1,31,1,0.284501,"ahp","ahp"
"1269",1,30,0,0.275148,"ahp","ahp"
"1270",1,11,0,0.234941,"ahp","ahp"
"1271",1,14,0,0.307894,"ahp","ahp"
"1272",1,19,1,0.296773,"ahp","ahp"
"1273",1,26,0,0.272683,"ahp","ahp"
"1274",1,32,1,0.243149,"ahp","ahp"
"1275",1,12,1,0.250418,"ahp","ahp"
"1276",1,24,1,0.282511,"ahp","ahp"
"1277",1,33,3,0.246262,"ahp","ahp"
"1278",1,27,1,0.256118,"ahp","ahp"
"1279",1,20,1,0.238046,"ahp","ahp"
"1280",1,35,3,0.241127,"ahp","ahp"
"1281",1,6,1,0.268485,"ahp","ahp"
"1282",1,13,5,0.277433,"ahp","ahp"
"1283",1,21,1,0.237415,"ahp","ahp"
"1284",1,22,1,0.239405,"ahp","ahp"
"1285",1,29,2,0.249068,"ahp","ahp"
"1286",1,9,1,0.825,"ahp","it"
"1287",1,16,1,0.753947,"ahp","it"
"1288",1,17,1,0.675,"ahp","it"
"1289",1,28,2,1,"ahp","it"
"1290",1,34,1,0.675,"ahp","it"
"1291",1,15,1,0.675,"ahp","it"
"1292",1,10,1,0.675,"ahp","it"
