1,6,1,0.266667,0.100000,0.050000,0.200000
1,7,1,0.266667,0.100000,0.050000,0.200000
1,8,2,0.387101,0.193550,0.100000,0.300000
1,9,1,0.266667,0.100000,0.050000,0.200000
1,10,3,0.306622,0.153311,0.100000,0.300000
1,11,1,0.400000,0.200000,0.100000,0.300000
1,12,3,0.313550,0.156775,0.075000,0.225000
1,13,1,0.266667,0.100000,0.025000,0.125000
1,14,2,0.333333,0.200000,0.060000,0.130000
1,15,1,0.400000,0.200000,0.066667,0.200000
1,16,3,0.352741,0.176371,0.100000,0.300000
1,17,3,0.306386,0.153193,0.075000,0.225000
1,18,2,0.400000,0.200000,0.100000,0.300000
1,19,2,0.400000,0.200000,0.100000,0.300000
1,20,1,0.250000,0.200000,0.100000,0.187500
1,21,2,0.400000,0.200000,0.100000,0.300000
1,22,1,0.250000,0.154097,0.077049,0.187500
1,23,3,0.333587,0.166794,0.100000,0.300000
1,24,2,0.333333,0.200000,0.100000,0.250000
1,25,1,0.300000,0.200000,0.100000,0.225000
1,26,2,0.300000,0.200000,0.100000,0.225000
1,27,3,0.333061,0.166531,0.100000,0.300000
1,28,1,0.400000,0.100000,0.050000,0.300000
1,29,0,0.400000,0.200000,0.100000,0.300000
1,30,2,0.333333,0.200000,0.087500,0.212500
1,31,3,0.375452,0.187726,0.100000,0.300000
1,32,5,0.398087,0.199044,0.100000,0.300000
1,33,1,0.300000,0.100000,0.050000,0.225000
1,34,2,0.279966,0.173316,0.100000,0.250000
1,35,3,0.221571,0.160785,0.100000,0.225000
