1,16,21,28,1
1,28,1
1,12,31,9,3,30,33,28,1
1,32,5
1,27,30,3
1,15,35,1
1,34,4
1,29,32,5
1,19,5
1,9,3,30,33,28,1
1,7,2
1,11,0
1,6,-2,
1,21,28,1
1,25,26,5
1,17,30,3
1,23,0
1,22,13,34,4
1,8,5
1,31,9,3,30,33,28,1
1,20,9,3,30,33,28,1
1,33,30,3
1,13,34,4
1,35,26,5
1,24,0
1,14,13,34,28,1
1,26,5
1,10,33,30,3
1,30,3
1,18,-2,
