1,13,15,20,2
1,29,13,15,20,2
1,30,9,1
1,13,15,22,28,30,3,1
1,29,32,15,22,28,30,3,1
1,30,3,1
1,13,15,22,28,30,27,3,1
1,29,13,15,22,28,30,27,3,1
1,30,4
1,13,11,8,15,22,28,30,27,3,1
1,29,20,13,11,8,15,22,28,30,27,3,1
1,30,4
1,13,16,10,5,2
1,29,12,20,16,10,5,2
1,30,4
1,13,10,19,2
1,29,12,13,10,19,2
1,30,4
1,13,10,2
1,29,35,12,16,19,5
1,30,4
1,13,18,5
8,29,-2,
1,30,4
1,13,18,5
9,29,-2,
1,30,2
1,13,18,5
1,29,35,16,12,19,5
1,30,2
1,13,12,17,21,2
11,29,-2,
1,30,0
1,13,18,12,5
12,29,-2,
1,30,2
1,13,18,12,5
13,29,-2,
1,30,5
14,13,-2,
14,29,-2,
1,30,5
15,13,-2,
15,29,-2,
1,30,5
16,13,-2,
16,29,-2,
1,30,5
17,13,-2,
17,29,-2,
1,30,5
18,13,-2,
18,29,-2,
18,30,-2,
19,13,-2,
19,29,-2,
19,30,-2,
20,13,-2,
20,29,-2,
20,30,-2,
21,13,-2,
21,29,-2,
21,30,-2,
22,13,-2,
22,29,-2,
22,30,-2,
23,13,-2,
23,29,-2,
23,30,-2,
24,13,-2,
24,29,-2,
24,30,-2,
25,13,-2,
25,29,-2,
25,30,-2,
26,13,-2,
26,29,-2,
26,30,-2,
27,13,-2,
27,29,-2,
27,30,-2,
28,13,-2,
28,29,-2,
28,30,-2,
29,13,-2,
29,29,-2,
29,30,-2,
30,13,-2,
30,29,-2,
30,30,-2,
