1,6,0,0.300000,3,1.000000,5.500000
1,8,1,0.109470,4,1.000000,9.400000
1,10,2,0.300000,3,1.000000,7.200000
1,11,0,0.300000,7,1.000000,5.500000
1,12,5,0.000000,1,3.000000,5.100000
1,13,5,0.300000,3,2.000000,5.100000
1,15,5,0.300000,4,2.000000,5.100000
1,16,5,0.300000,3,2.000000,5.100000
1,17,5,0.110807,7,2.000000,5.100000
1,18,2,0.207692,3,2.000000,7.200000
1,19,5,0.300000,2,2.000000,5.100000
1,20,2,0.300000,1,3.000000,7.200000
1,22,5,0.300000,1,4.000000,5.100000
1,23,0,0.300000,2,2.000000,5.500000
1,26,2,0.300000,2,3.000000,7.200000
1,27,5,0.300000,6,2.000000,5.100000
1,28,5,0.300000,2,2.000000,5.100000
1,29,5,0.300000,4,2.000000,5.100000
