"Iteration","Dst","Src","Accuracy","Completeness","Timeliness","Reliability","run","method","users","speed"
"147",1,32,1,0.3,0.2,0.1,0.225,"1","it",30,"0"
"148",1,33,2,0.4,0.1,0.05,0.3,"1","it",30,"0"
"149",1,34,1,0.3,0.2,0.1,0.225,"1","it",30,"0"
"150",1,35,4,0.256,0.178,0.1,0.225,"1","it",30,"0"
"151",1,6,4,0.356,0.178,0.1,0.3,"1","ahp",30,"0"
"152",1,7,1,0.3,0.2,0.1,0.225,"1","ahp",30,"0"
"153",1,8,1,0.3,0.1,0.05,0.225,"1","ahp",30,"0"
"154",1,9,1,0.3,0.108173,0.054087,0.225,"1","ahp",30,"0"
"155",1,10,4,0.356,0.178,0.1,0.3,"1","ahp",30,"0"
"156",1,11,1,0.3,0.1,0.036364,0.184091,"1","ahp",30,"0"
"157",1,12,1,0.3,0.1,0.05,0.225,"1","ahp",30,"0"
"158",1,13,1,0.3,0.1,0.05,0.225,"1","ahp",30,"0"
"159",1,14,1,0.3,0.2,0.1,0.225,"1","ahp",30,"0"
"160",1,15,3,0.392,0.196,0.1,0.3,"1","ahp",30,"0"
"161",1,16,1,0.3,0.1,0.05,0.225,"1","ahp",30,"0"
"162",1,17,4,0.356,0.178,0.1,0.3,"1","ahp",30,"0"
"163",1,18,1,0.3,0.1,0.05,0.225,"1","ahp",30,"0"
"164",1,19,1,0.3,0.2,0.1,0.225,"1","ahp",30,"0"
"165",1,20,1,0.3,0.1,0.05,0.225,"1","ahp",30,"0"
"166",1,21,3,0.392,0.196,0.1,0.3,"1","ahp",30,"0"
"167",1,22,2,0.4,0.2,0.1,0.3,"1","ahp",30,"0"
"168",1,23,1,0.3,0.2,0.1,0.225,"1","ahp",30,"0"
"169",1,24,3,0.392,0.136,0.07,0.3,"1","ahp",30,"0"
"170",1,25,1,0.3,0.1,0.05,0.225,"1","ahp",30,"0"
"171",1,26,1,0.3,0.1,0.05,0.225,"1","ahp",30,"0"
"172",1,27,4,0.356,0.178,0.1,0.3,"1","ahp",30,"0"
"173",1,28,1,0.3,0.1,0.05,0.225,"1","ahp",30,"0"
"174",1,29,4,0.356,0.178,0.1,0.3,"1","ahp",30,"0"
"175",1,30,1,0.3,0.1,0.05,0.225,"1","ahp",30,"0"
"176",1,31,1,0.3,0.1,0.05,0.225,"1","ahp",30,"0"
"177",1,32,1,0.3,0.1,0.05,0.225,"1","ahp",30,"0"
"178",1,33,1,0.3,0.2,0.1,0.225,"1","ahp",30,"0"
"179",1,34,1,0.3,0.1,0.05,0.225,"1","ahp",30,"0"
"180",1,35,1,0.3,0.1,0.05,0.225,"1","ahp",30,"0"
"181",1,6,0,0.3,0.2,0.1,0.225,"10","it",30,"0"
"182",1,7,4,0.256,0.178,0.1,0.225,"10","it",30,"0"
"183",1,8,0,0.4,0.180332,0.090166,0.3,"10","it",30,"0"
"184",1,9,1,0.4,0.2,0.1,0.3,"10","it",30,"0"
"185",1,10,1,0.4,0.2,0.1,0.3,"10","it",30,"0"
"186",1,11,0,0.4,0.2,0.1,0.3,"10","it",30,"0"
"187",1,12,5,0.4,0.121667,0.060833,0.3,"10","it",30,"0"
"188",1,13,5,0.4,0.1,0.05,0.3,"10","it",30,"0"
"189",1,14,5,0.3,0.1,0.05,0.225,"10","it",30,"0"
"190",1,15,5,0.4,0.2,0.1,0.3,"10","it",30,"0"
"191",1,16,2,0.3,0.2,0.1,0.225,"10","it",30,"0"
"192",1,17,1,0.4,0.2,0.1,0.3,"10","it",30,"0"
"193",1,18,1,0.4,0.1,0.05,0.3,"10","it",30,"0"
"194",1,19,1,0.4,0.134414,0.067207,0.3,"10","it",30,"0"
"195",1,20,0,0.4,0.2,0.1,0.3,"10","it",30,"0"
"196",1,21,1,0.4,0.2,0.1,0.3,"10","it",30,"0"
"197",1,22,0,0.4,0.2,0.1,0.3,"10","it",30,"0"
"198",1,23,5,0.4,0.2,0.1,0.3,"10","it",30,"0"
"199",1,24,5,0.4,0.2,0.1,0.3,"10","it",30,"0"
"200",1,25,5,0.4,0.2,0.1,0.3,"10","it",30,"0"
"201",1,26,4,0.256,0.178,0.1,0.225,"10","it",30,"0"
"202",1,27,5,0.4,0.2,0.1,0.3,"10","it",30,"0"
"203",1,28,1,0.4,0.1,0.05,0.3,"10","it",30,"0"
"204",1,29,4,0.256,0.144667,0.083333,0.225,"10","it",30,"0"
"205",1,30,0,0.4,0.2,0.1,0.3,"10","it",30,"0"
"206",1,31,0,0.3,0.2,0.1,0.225,"10","it",30,"0"
"207",1,32,0,0.4,0.2,0.1,0.3,"10","it",30,"0"
"208",1,33,0,0.4,0.2,0.1,0.3,"10","it",30,"0"
"209",1,34,1,0.4,0.2,0.1,0.3,"10","it",30,"0"
"210",1,35,2,0.3,0.2,0.1,0.225,"10","it",30,"0"
"211",1,6,1,0.3,0.2,0.086364,0.184091,"10","ahp",30,"0"
"212",1,7,1,0.3,0.1,0.04,0.195,"10","ahp",30,"0"
"213",1,8,0,0.4,0.2,0.1,0.3,"10","ahp",30,"0"
"214",1,9,1,0.4,0.1,0.05,0.3,"10","ahp",30,"0"
"215",1,10,1,0.4,0.1,0.05,0.3,"10","ahp",30,"0"
"216",1,11,0,0.4,0.2,0.1,0.3,"10","ahp",30,"0"
"217",1,12,1,0.4,0.1,0.05,0.3,"10","ahp",30,"0"
"218",1,13,1,0.4,0.1,0.05,0.3,"10","ahp",30,"0"
"219",1,14,5,0.3,0.2,0.1,0.225,"10","ahp",30,"0"
"220",1,15,1,0.4,0.2,0.1,0.3,"10","ahp",30,"0"
"221",1,16,1,0.3,0.1,0.05,0.225,"10","ahp",30,"0"
"222",1,17,1,0.4,0.1,0.05,0.3,"10","ahp",30,"0"
"223",1,18,1,0.4,0.1,0.05,0.3,"10","ahp",30,"0"
"224",1,19,1,0.4,0.1,0.05,0.3,"10","ahp",30,"0"
"225",1,20,0,0.4,0.2,0.1,0.3,"10","ahp",30,"0"
"226",1,21,1,0.4,0.2,0.1,0.3,"10","ahp",30,"0"
"227",1,22,4,0.356,0.178,0.1,0.3,"10","ahp",30,"0"
"228",1,23,4,0.356,0.178,0.1,0.3,"10","ahp",30,"0"
"229",1,24,5,0.4,0.2,0.1,0.3,"10","ahp",30,"0"
"230",1,25,5,0.4,0.2,0.1,0.3,"10","ahp",30,"0"
"231",1,26,1,0.3,0.1,0.044444,0.208333,"10","ahp",30,"0"
"232",1,27,1,0.4,0.1,0.05,0.3,"10","ahp",30,"0"
"233",1,28,1,0.4,0.1,0.05,0.3,"10","ahp",30,"0"
"234",1,29,1,0.3,0.1,0.05,0.225,"10","ahp",30,"0"
"235",1,30,0,0.4,0.2,0.1,0.3,"10","ahp",30,"0"
"236",1,31,1,0.3,0.1,0.05,0.225,"10","ahp",30,"0"
"237",1,32,0,0.4,0.2,0.1,0.3,"10","ahp",30,"0"
"238",1,33,0,0.4,0.2,0.1,0.3,"10","ahp",30,"0"
"239",1,34,1,0.4,0.1,0.05,0.3,"10","ahp",30,"0"
"240",1,35,1,0.3,0.1,0.05,0.225,"10","ahp",30,"0"
"241",1,6,2,0.4,0.2,0.1,0.3,"11","it",30,"0"
"242",1,7,0,0.4,0.1,0.05,0.3,"11","it",30,"0"
"243",1,8,0,0.4,0.1,0.05,0.3,"11","it",30,"0"
"244",1,9,0,0.4,0.1,0.05,0.3,"11","it",30,"0"
"245",1,10,0,0.4,0.2,0.1,0.3,"11","it",30,"0"
"246",1,11,5,0.3,0.2,0.1,0.225,"11","it",30,"0"
"247",1,12,1,0.3,0.2,0.1,0.225,"11","it",30,"0"
"248",1,13,5,0.4,0.136364,0.068182,0.3,"11","it",30,"0"
"249",1,14,5,0.4,0.1,0.05,0.3,"11","it",30,"0"
"250",1,15,0,0.4,0.1,0.05,0.3,"11","it",30,"0"
"251",1,16,2,0.4,0.2,0.1,0.3,"11","it",30,"0"
"252",1,17,0,0.4,0.2,0.1,0.3,"11","it",30,"0"
"253",1,18,2,0.4,0.122163,0.061082,0.3,"11","it",30,"0"
"254",1,19,5,0.4,0.1,0.05,0.3,"11","it",30,"0"
"255",1,20,2,0.4,0.1,0.05,0.3,"11","it",30,"0"
"256",1,21,2,0.3,0.2,0.1,0.225,"11","it",30,"0"
"257",1,22,5,0.4,0.2,0.1,0.3,"11","it",30,"0"
"258",1,23,1,0.3,0.136522,0.068261,0.225,"11","it",30,"0"
"259",1,24,5,0.4,0.2,0.1,0.3,"11","it",30,"0"
"260",1,25,0,0.4,0.1,0.05,0.3,"11","it",30,"0"
"261",1,26,5,0.3,0.2,0.1,0.225,"11","it",30,"0"
"262",1,27,2,0.4,0.2,0.1,0.3,"11","it",30,"0"
"263",1,28,2,0.4,0.2,0.1,0.3,"11","it",30,"0"
"264",1,29,0,0.4,0.1,0.05,0.3,"11","it",30,"0"
"265",1,30,0,0.4,0.166667,0.083333,0.3,"11","it",30,"0"
"266",1,31,1,0.3,0.2,0.1,0.225,"11","it",30,"0"
"267",1,32,2,0.4,0.1,0.05,0.3,"11","it",30,"0"
"268",1,33,0,0.4,0.2,0.1,0.3,"11","it",30,"0"
"269",1,34,5,0.4,0.2,0.1,0.3,"11","it",30,"0"
"270",1,35,0,0.3,0.2,0.1,0.225,"11","it",30,"0"
"271",1,6,2,0.4,0.2,0.1,0.3,"11","ahp",30,"0"
"272",1,7,3,0.392,0.143443,0.073721,0.3,"11","ahp",30,"0"
"273",1,8,1,0.3,0.1,0.05,0.225,"11","ahp",30,"0"
"274",1,9,3,0.392,0.196,0.1,0.3,"11","ahp",30,"0"
"275",1,10,1,0.3,0.2,0.1,0.225,"11","ahp",30,"0"
"276",1,11,1,0.3,0.2,0.1,0.225,"11","ahp",30,"0"
"277",1,12,1,0.3,0.1,0.05,0.225,"11","ahp",30,"0"
"278",1,13,2,0.4,0.2,0.1,0.3,"11","ahp",30,"0"
"279",1,14,2,0.4,0.1,0.05,0.3,"11","ahp",30,"0"
"280",1,15,1,0.3,0.1,0.05,0.225,"11","ahp",30,"0"
"281",1,16,2,0.4,0.2,0.1,0.3,"11","ahp",30,"0"
"282",1,17,1,0.3,0.14,0.07,0.225,"11","ahp",30,"0"
"283",1,18,1,0.3,0.120571,0.060285,0.225,"11","ahp",30,"0"
"284",1,19,2,0.4,0.1,0.05,0.3,"11","ahp",30,"0"
"285",1,20,2,0.4,0.122509,0.061255,0.3,"11","ahp",30,"0"
"286",1,21,1,0.3,0.2,0.1,0.225,"11","ahp",30,"0"
"287",1,22,2,0.4,0.2,0.1,0.3,"11","ahp",30,"0"
"288",1,23,5,0.3,0.136364,0.068182,0.225,"11","ahp",30,"0"
"289",1,24,5,0.4,0.2,0.1,0.3,"11","ahp",30,"0"
"290",1,25,3,0.392,0.115224,0.059612,0.3,"11","ahp",30,"0"
"291",1,26,1,0.3,0.2,0.094444,0.208333,"11","ahp",30,"0"
"292",1,27,2,0.4,0.2,0.1,0.3,"11","ahp",30,"0"
"293",1,28,1,0.3,0.2,0.1,0.225,"11","ahp",30,"0"
"294",1,29,1,0.3,0.1,0.05,0.225,"11","ahp",30,"0"
"295",1,30,3,0.392,0.196,0.1,0.3,"11","ahp",30,"0"
"296",1,31,1,0.3,0.1,0.05,0.225,"11","ahp",30,"0"
"297",1,32,2,0.4,0.1,0.05,0.3,"11","ahp",30,"0"
"298",1,33,3,0.392,0.196,0.1,0.3,"11","ahp",30,"0"
"299",1,34,2,0.4,0.2,0.1,0.3,"11","ahp",30,"0"
"300",1,35,2,0.3,0.2,0.1,0.225,"11","ahp",30,"0"
"301",1,6,5,0.4,0.1,0.05,0.3,"12","it",30,"0"
"302",1,7,2,0.4,0.2,0.1,0.3,"12","it",30,"0"
"303",1,8,2,0.4,0.2,0.1,0.3,"12","it",30,"0"
"304",1,9,3,0.392,0.196,0.1,0.3,"12","it",30,"0"
"305",1,10,5,0.4,0.2,0.1,0.3,"12","it",30,"0"
"306",1,11,0,0.4,0.2,0.1,0.3,"12","it",30,"0"
"307",1,12,2,0.4,0.2,0.1,0.3,"12","it",30,"0"
"308",1,13,3,0.292,0.196,0.1,0.225,"12","it",30,"0"
"309",1,14,5,0.4,0.121905,0.060953,0.3,"12","it",30,"0"
"310",1,15,2,0.4,0.1,0.05,0.3,"12","it",30,"0"
"311",1,16,5,0.3,0.2,0.1,0.225,"12","it",30,"0"
"312",1,17,2,0.4,0.2,0.1,0.3,"12","it",30,"0"
"313",1,18,2,0.3,0.2,0.1,0.225,"12","it",30,"0"
"314",1,19,0,0.3,0.2,0.1,0.225,"12","it",30,"0"
"315",1,20,5,0.3,0.2,0.1,0.225,"12","it",30,"0"
"316",1,21,1,0.4,0.2,0.1,0.3,"12","it",30,"0"
"317",1,22,5,0.4,0.1,0.05,0.3,"12","it",30,"0"
"318",1,23,5,0.4,0.1,0.05,0.3,"12","it",30,"0"
"319",1,24,2,0.4,0.2,0.1,0.3,"12","it",30,"0"
"320",1,25,1,0.3,0.2,0.1,0.225,"12","it",30,"0"
"321",1,26,2,0.4,0.169231,0.084615,0.3,"12","it",30,"0"
"322",1,27,5,0.4,0.1,0.05,0.3,"12","it",30,"0"
"323",1,28,5,0.4,0.2,0.1,0.3,"12","it",30,"0"
"324",1,29,2,0.4,0.2,0.1,0.3,"12","it",30,"0"
"325",1,30,5,0.4,0.1,0.05,0.3,"12","it",30,"0"
"326",1,31,3,0.292,0.196,0.1,0.225,"12","it",30,"0"
"327",1,32,5,0.4,0.2,0.1,0.3,"12","it",30,"0"
"328",1,33,0,0.3,0.170173,0.085087,0.225,"12","it",30,"0"
"329",1,34,2,0.4,0.1,0.05,0.3,"12","it",30,"0"
"330",1,35,5,0.4,0.2,0.1,0.3,"12","it",30,"0"
"331",1,6,2,0.4,0.2,0.1,0.3,"12","ahp",30,"0"
"332",1,7,2,0.4,0.2,0.1,0.3,"12","ahp",30,"0"
"333",1,8,2,0.4,0.2,0.1,0.3,"12","ahp",30,"0"
"334",1,9,3,0.392,0.196,0.1,0.3,"12","ahp",30,"0"
"335",1,10,2,0.4,0.2,0.1,0.3,"12","ahp",30,"0"
"336",1,11,1,0.4,0.170173,0.085087,0.3,"12","ahp",30,"0"
"337",1,12,2,0.4,0.2,0.1,0.3,"12","ahp",30,"0"
"338",1,13,1,0.3,0.1,0.05,0.225,"12","ahp",30,"0"
"339",1,14,5,0.4,0.2,0.1,0.3,"12","ahp",30,"0"
"340",1,15,2,0.4,0.2,0.1,0.3,"12","ahp",30,"0"
"341",1,16,1,0.3,0.1,0.05,0.225,"12","ahp",30,"0"
"342",1,17,2,0.4,0.2,0.1,0.3,"12","ahp",30,"0"
"343",1,18,1,0.3,0.2,0.1,0.225,"12","ahp",30,"0"
"344",1,19,1,0.3,0.1,0.05,0.225,"12","ahp",30,"0"
"345",1,20,1,0.3,0.1,0.05,0.225,"12","ahp",30,"0"
"346",1,21,0,0.4,0.2,0.1,0.3,"12","ahp",30,"0"
"347",1,22,1,0.3,0.1,0.05,0.225,"12","ahp",30,"0"
"348",1,23,5,0.4,0.1,0.05,0.3,"12","ahp",30,"0"
"349",1,24,1,0.3,0.2,0.1,0.225,"12","ahp",30,"0"
"350",1,25,1,0.3,0.2,0.1,0.225,"12","ahp",30,"0"
"351",1,26,1,0.3,0.1,0.05,0.225,"12","ahp",30,"0"
"352",1,27,5,0.4,0.118182,0.059091,0.3,"12","ahp",30,"0"
"353",1,28,1,0.3,0.1,0.05,0.225,"12","ahp",30,"0"
"354",1,29,2,0.4,0.2,0.1,0.3,"12","ahp",30,"0"
"355",1,30,5,0.4,0.1,0.05,0.3,"12","ahp",30,"0"
"356",1,31,1,0.3,0.1,0.05,0.225,"12","ahp",30,"0"
"357",1,32,5,0.4,0.2,0.1,0.3,"12","ahp",30,"0"
"358",1,33,3,0.292,0.196,0.1,0.225,"12","ahp",30,"0"
"359",1,34,1,0.3,0.1,0.05,0.225,"12","ahp",30,"0"
"360",1,35,2,0.4,0.2,0.1,0.3,"12","ahp",30,"0"
"361",1,6,0,0.4,0.2,0.1,0.3,"13","it",30,"0"
"362",1,7,5,0.4,0.2,0.1,0.3,"13","it",30,"0"
"363",1,8,2,0.3,0.2,0.1,0.225,"13","it",30,"0"
"364",1,9,5,0.3,0.2,0.1,0.225,"13","it",30,"0"
"365",1,10,5,0.4,0.2,0.1,0.3,"13","it",30,"0"
"366",1,11,0,0.4,0.117101,0.058551,0.3,"13","it",30,"0"
"367",1,12,2,0.4,0.2,0.1,0.3,"13","it",30,"0"
"368",1,13,-2,0,0,0,0,"13","it",30,"0"
"369",1,14,3,0.292,0.196,0.1,0.225,"13","it",30,"0"
"370",1,15,0,0.4,0.2,0.1,0.3,"13","it",30,"0"
"371",1,16,1,0.3,0.2,0.1,0.225,"13","it",30,"0"
"372",1,17,0,0.4,0.2,0.1,0.3,"13","it",30,"0"
"373",1,18,2,0.4,0.2,0.1,0.3,"13","it",30,"0"
