1,10,26,21,1
1,17,27,25,15,13,4,22,5
1,18,14,0
2,10,14,0,2
2,17,27,25,15,13,4,22,5
2,18,14,0,2
3,10,14,0,2
3,17,27,25,15,13,4,22,5
3,18,14,0,2
4,10,14,0
4,17,27,25,15,32,4,22,5
4,18,14,0
5,10,14,0
5,17,27,25,15,32,4,22,5
5,18,14,0,2
6,10,26,21,1,29,7,4,22,5
6,17,27,25,15,32,4,22,5
6,18,14,0
7,10,26,21,1,29,7,4,22,5
7,17,27,25,15,32,4,22,5
7,18,14,0
8,10,26,21,1
8,17,27,25,15,32,4,22,5
8,18,14,0
9,10,26,21,2
9,17,27,25,15,32,4,22,5
9,18,14,0,2
10,10,23,14,0
10,17,27,25,15,32,4,22,5
10,18,14,0
11,10,6,26,21,1
11,17,27,25,15,32,4,22,5
11,18,14,0
12,10,26,21,1,29,13,4,22,5
12,17,27,25,15,32,4,22,5
12,18,14,0,2
13,10,26,21,1
13,17,27,25,15,32,4,5
13,18,14,0
14,10,26,21,1,29,13,22,5
14,17,27,25,15,32,4,5
14,18,14,0
15,10,26,21,1,29,13,22,5
15,17,27,25,15,32,4,5
15,18,14,0
16,10,26,21,1,29,13,22,5
16,17,27,25,15,32,4,5
16,18,14,0,2
17,10,26,21,1,29,13,22,5
17,17,27,25,15,32,4,5
17,18,14,0
18,10,6,26,21,1
18,17,27,25,15,32,4,5
18,18,14,0
19,10,26,21,1,29,13,22,5
19,17,27,25,15,32,4,5
19,18,14,3,0,2
20,10,23,14,3,0,2
20,17,27,25,15,32,4,5
20,18,14,3,0
21,10,26,21,1,29,13,22,5
21,17,27,25,15,32,30,5
21,18,14,3,0
22,10,18,14,3,0,2
22,17,27,25,15,32,30,5
22,18,14,3,0
23,10,26,21,1,29,12,5
23,17,27,25,15,32,30,5
23,18,14,3,0,20,2
24,10,26,21,1,29,12,5
24,17,27,25,15,32,30,5
24,18,14,3,0,20,2
25,10,18,14,3,0,20,2
25,17,27,25,15,32,30,5
25,18,14,3,0
26,10,26,21,1,29,12,5
26,17,27,25,15,32,30,5
26,18,14,3,0,20,2
27,10,26,21,1,29,12,5
27,17,27,25,15,32,30,5
27,18,14,3,0
28,10,26,21,1,29,12,5
28,17,27,25,15,32,30,5
28,18,14,3,0
29,10,26,21,1,29,7,12,5
29,17,27,25,15,32,30,5
29,18,14,3,0
30,10,23,14,3,0
30,17,27,25,15,32,30,5
30,18,14,20,2
