1,35,0
1,12,28,6,5
1,9,24,17,6,5
1,29,0
1,30,29,0
1,22,35,0
1,18,27,30,29,0
1,33,24,17,6,5
1,6,17,24,9,1
1,20,1
1,26,19,1
1,34,19,11,20,21,25,5
