1,10,14,0,2
1,17,27,25,15,13,4,22,5
1,18,14,0,2
2,10,23,14,3,0,20,2
2,17,27,25,15,32,30,5
2,18,14,3,0
3,10,2
3,17,27,25,15,30,4,5
3,18,14,20,2
4,10,2,21,1
4,17,27,15,30,4,5
4,18,14,20,2,21,31,22,5
5,10,2
5,17,27,15,30,4,5
5,18,20,0
6,10,2
6,17,-2,
6,18,20,3,0
7,10,2
7,17,-2,
7,18,20,3,0
8,10,1,31,13,19,5
8,17,-2,
8,18,20,3,0,2,13,19,5
9,10,19,5
9,17,-2,
9,18,20,3,0,13,19,5
10,10,2
10,17,-2,
10,18,20,3,0
11,10,19,13,0
11,17,-2,
11,18,-2,
12,10,19,2,0
12,17,-2,
12,18,-2,
13,10,19,2,0
13,17,-2,
13,18,-2,
14,10,1,19,2,0
14,17,-2,
14,18,23,16,3,0
15,10,4,5
15,17,-2,
15,18,-2,
16,10,4,5
16,17,-2,
16,18,23,8,16,13,3,0,2,1
17,10,4,5
17,17,-2,
17,18,23,8,16,13,3,0,2
18,10,4,5
18,17,-2,
18,18,23,8,20,16,13,3,0,2
19,10,4,5
19,17,-2,
19,18,-2,
20,10,4,5
20,17,-2,
20,18,-2,
21,10,-2,
21,17,-2,
21,18,-2,
22,10,-2,
22,17,-2,
22,18,-2,
23,10,-2,
23,17,-2,
23,18,-2,
24,10,-2,
24,17,-2,
24,18,-2,
25,10,-2,
25,17,-2,
25,18,-2,
26,10,-2,
26,17,-2,
26,18,-2,
27,10,-2,
27,17,-2,
27,18,-2,
28,10,-2,
28,17,-2,
28,18,-2,
29,10,-2,
29,17,-2,
29,18,-2,
30,10,-2,
30,17,-2,
30,18,-2,
