0,5.727993,14.300670,0.234593,0
1,5.298154,13.942284,0.171214,0
2,17.331103,14.940934,1.906802,0
3,15.535385,2.910844,6.105815,0
4,18.945060,14.898850,2.196527,0
5,1.753683,13.918489,5.669830,0
6,-3.024878,14.685392,3.770107,1
7,7.914582,0.909213,6.161252,1
8,12.622738,1.418145,0.116329,1
9,12.316714,7.620492,0.090383,1
10,10.644012,8.232270,1.052816,1
11,0.089683,6.073873,4.459626,1
12,-1.082296,11.091000,3.062891,1
13,14.429716,3.593327,2.728510,1
14,23.169115,16.067409,6.070236,1
15,3.162693,14.527137,1.506640,1
16,14.256168,-3.065030,2.126715,1
17,-0.266325,15.604055,3.544297,1
18,9.589883,6.016915,0.877830,1
19,-3.987959,11.560685,3.507345,1
20,-4.712234,19.121518,3.074850,1
21,2.464082,0.667945,1.896494,1
22,7.425106,11.853670,5.796109,1
23,4.614331,20.641376,4.255612,1
24,15.294484,1.047249,0.154062,1
25,5.800450,6.477503,3.291219,1
26,12.168619,6.885041,0.354374,1
27,12.857260,10.358111,0.095692,1
28,5.685891,-4.785463,1.635929,1
29,5.983497,8.326051,2.273585,1
30,13.347096,3.966880,3.587335,1
31,6.262794,12.737869,4.887641,1
32,15.445531,3.376551,0.467452,1
33,18.718900,14.956130,4.803148,1
34,10.223211,5.879548,4.308108,1
35,7.500842,12.696974,4.401049,1
