1,6,0,0.132582,4,2.000000,5.500000
1,7,5,0.218175,3,1.000000,5.100000
1,8,3,0.120371,3,1.000000,4.800000
1,9,2,0.119615,1,2.000000,7.200000
1,10,3,0.162784,1,2.000000,4.800000
1,11,0,0.102385,3,2.000000,5.500000
1,12,1,0.033409,1,1.000000,9.400000
1,13,2,0.078125,3,1.000000,7.200000
1,14,1,0.051713,6,1.000000,9.400000
1,15,1,0.023306,6,1.000000,9.400000
1,16,2,0.266690,3,1.000000,7.200000
1,17,4,0.252907,1,2.000000,3.900000
1,18,2,0.267808,5,1.000000,7.200000
1,19,1,0.250513,3,1.000000,9.400000
1,20,0,0.182901,6,2.000000,5.500000
1,21,5,0.132402,1,4.000000,5.100000
1,22,1,0.212104,4,1.000000,9.400000
1,23,2,0.162354,4,1.000000,7.200000
1,24,2,0.060866,1,3.000000,7.200000
1,25,1,0.291690,6,1.000000,9.400000
1,26,2,0.270355,4,1.000000,7.200000
1,27,2,0.012754,4,2.000000,7.200000
1,28,5,0.118467,1,3.000000,5.100000
1,29,2,0.043586,2,2.000000,7.200000
1,30,0,0.260216,1,4.000000,5.500000
1,31,2,0.188825,2,2.000000,7.200000
1,32,2,0.176671,4,1.000000,7.200000
1,33,3,0.125262,2,1.000000,4.800000
1,34,0,0.212452,2,2.000000,5.500000
1,35,0,0.045371,1,2.000000,5.500000
