1,6,3,0.292000,0.173047,0.088524,0.225000
1,7,5,0.400000,0.200000,0.100000,0.300000
1,8,0,0.300000,0.200000,0.100000,0.225000
1,9,5,0.400000,0.100000,0.050000,0.300000
1,10,0,0.300000,0.200000,0.100000,0.225000
1,11,5,0.400000,0.100000,0.050000,0.300000
1,12,5,0.400000,0.100000,0.050000,0.300000
1,13,4,0.256000,0.178000,0.100000,0.225000
1,14,4,0.256000,0.178000,0.100000,0.225000
1,15,2,0.400000,0.200000,0.100000,0.300000
1,16,5,0.400000,0.200000,0.100000,0.300000
1,17,0,0.300000,0.200000,0.100000,0.225000
1,18,5,0.400000,0.100000,0.050000,0.300000
1,19,0,0.300000,0.192815,0.096407,0.225000
1,20,5,0.400000,0.200000,0.100000,0.300000
1,21,5,0.300000,0.100000,0.050000,0.225000
1,22,5,0.400000,0.100000,0.050000,0.300000
1,23,5,0.400000,0.177778,0.088889,0.300000
1,24,0,0.400000,0.200000,0.100000,0.300000
1,25,5,0.400000,0.200000,0.100000,0.300000
1,26,2,0.400000,0.200000,0.100000,0.300000
1,27,0,0.400000,0.200000,0.100000,0.300000
1,28,5,0.400000,0.100000,0.050000,0.300000
1,29,5,0.400000,0.121671,0.060836,0.300000
1,30,2,0.400000,0.200000,0.100000,0.300000
1,31,4,0.256000,0.178000,0.100000,0.225000
1,32,2,0.400000,0.200000,0.100000,0.300000
1,33,2,0.400000,0.140872,0.070436,0.300000
1,34,5,0.400000,0.100000,0.050000,0.300000
1,35,5,0.400000,0.100000,0.050000,0.300000
2,6,2,0.300000,0.200000,0.100000,0.225000
2,7,5,0.400000,0.200000,0.100000,0.300000
2,8,1,0.300000,0.200000,0.100000,0.225000
2,9,5,0.400000,0.100000,0.050000,0.300000
2,10,4,0.256000,0.178000,0.100000,0.225000
2,11,5,0.400000,0.100000,0.050000,0.300000
2,12,5,0.400000,0.200000,0.100000,0.300000
2,13,5,0.300000,0.200000,0.100000,0.225000
2,14,2,0.300000,0.200000,0.100000,0.225000
2,15,3,0.392000,0.196000,0.100000,0.300000
2,16,5,0.400000,0.100000,0.050000,0.300000
2,17,5,0.300000,0.200000,0.100000,0.225000
2,18,5,0.400000,0.100000,0.050000,0.300000
2,19,5,0.300000,0.200000,0.100000,0.225000
2,20,1,0.300000,0.200000,0.100000,0.225000
