1,16,3,23,0
1,28,1,35,7,2
1,12,31,9,3,30,33,28,1
2,16,3,23,0
2,28,1,35,7,2
2,12,31,9,23,17,15,7,5
3,16,3,30,23,0
3,28,1,35,7,2
3,12,20,9,23,17,27,15,2
4,16,3,23,0
4,28,1,35,5
4,12,31,20,9,23,17,15,2
5,16,3
5,28,10,30,23,0
5,12,31,20,9,23,17,27,2
6,16,3
6,28,34,10,30,3,9,0
6,12,31,20,9,23,24,27,2
7,16,4
7,28,25,1,26,5
7,12,20,9,0
8,16,3
8,28,34,10,17,23,0
8,12,20,9,11,23,24,27,2
9,16,4,30,17,23,0
9,28,25,1,27,2
9,12,31,20,9,0,23,24,27,2
10,16,30,10,17,0
10,28,25,1
10,12,20,9,0,23,24,27,35,5
11,16,30,10,17,0
11,28,34,17,0
11,12,20,9,0,23,24,15,1
12,16,4,30,10,17,23,0
12,28,25,1,8,5
12,12,20,9,0,23,24,27,5
13,16,4,30,10,17,0
13,28,25,1,8,5
13,12,20,9,0,23,24,27,2
14,16,4,30,10,17,0
14,28,25,1
14,12,31,6,3
15,16,4,30,17,0
15,28,25,1,8,5
15,12,31,6,3
16,16,4,30,17,0
16,28,25,1,8,5
16,12,31,6,33,17,0
17,16,4,30,17,0
17,28,25,1,27,5
17,12,-2,
18,16,4,3,10,0
18,28,25,1,27,5
18,12,-2,
19,16,4,3,10,0
19,28,25,15,24,1,27,2
19,12,-2,
20,16,4,3,10,0
20,28,25,15,24,1,2
20,12,-2,
21,16,4,17,10,0
21,28,25,15,24,1,27,5
21,12,-2,
22,16,4,17,10,0
22,28,25,15,24,1,27,5
22,12,-2,
23,16,22,30,4,17,3,10,0
23,28,25,15,24,1,27,5
23,12,-2,
24,16,22,30,4,17,3,10,0
24,28,25,15,24,1,2
24,12,-2,
25,16,22,30,4,17,3,10,0
25,28,25,21,22,30,15,24,1
25,12,-2,
26,16,22,30,4,17,3,10,0
26,28,25,30,15,24,1,11,2,5
26,12,-2,
27,16,22,30,4,17,6,10,0
27,28,25,30,15,24,1,11,2
27,12,-2,
28,16,22,30,4,17,6,10,0
28,28,25,30,15,24,1,11,2,5
28,12,-2,
29,16,22,30,4,17,6,10,0
29,28,25,30,15,24,1
29,12,-2,
30,16,22,30,4,17,33,6,10,0
30,28,25,30,15,24,1,11,2,5
30,12,-2,
