0,13.486982,3.876623,0.517693,0
1,16.119271,4.409255,4.077488,0
2,11.761770,1.620261,5.668596,0
3,4.935126,1.849357,3.165355,0
4,4.730845,15.849915,4.088429,0
5,3.350294,11.630442,1.880269,0
6,25.821621,7.436563,5.779157,1
7,10.303506,0.593597,1.548465,1
8,6.591039,4.397575,3.014540,1
9,9.404927,10.266201,4.555410,1
10,11.035709,4.814014,3.540987,1
11,8.725270,24.017363,5.686646,1
12,8.696248,6.637283,3.058422,1
13,24.976648,24.421973,5.472221,1
14,11.496661,12.395891,3.664405,1
15,18.125556,-0.267725,0.293475,1
16,9.320993,1.277071,1.769378,1
17,23.314666,-3.077753,1.122014,1
18,10.975183,6.645781,1.756837,1
19,18.499339,6.498867,6.124991,1
20,-0.767795,2.943166,3.454808,1
21,14.294642,-7.523420,1.188507,1
22,18.208274,4.527670,1.175992,1
23,-3.424088,14.168500,3.251204,1
24,-1.697954,1.650677,2.894160,1
25,8.954298,15.477995,0.507714,1
26,-1.603836,6.681352,2.733723,1
27,10.613513,9.672791,3.249892,1
28,16.123247,9.697551,6.138928,1
29,13.052259,5.651011,1.179287,1
30,14.328836,12.273580,0.904374,1
31,8.350073,17.121751,4.508163,1
32,16.765447,13.751050,5.632537,1
33,12.644153,10.849791,5.635858,1
34,19.636752,21.353253,4.857764,1
35,9.121346,17.797933,5.161800,1
